id,title,authors,year,venue,database,search_string,doi,url,source,type,openalex_id
GS096,Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large Language Models,"D Liao, X Yin, S Pan, C Ni, Z Xing, X Sun",2025,arXiv preprint arXiv:2509.23812,Google Scholar,String A,10.48550/arxiv.2509.23812,https://arxiv.org/abs/2509.23812,arxiv.org,ARTICLE,https://openalex.org/W4415334815
GS097,Unit testing of an open-source project in Python,S KC,2025,,Google Scholar,String A,,https://lutpub.lut.fi/handle/10024/172110,lutpub.lut.fi,ARTICLE,
GS098,Test case generation using large language models: a systematic literature review,"M Tasarsu, AV Tokmak, C Catal",2026,Cluster Computing,Google Scholar,String A,10.1007/s10586-026-06021-z,https://link.springer.com/article/10.1007/s10586-026-06021-z,Springer,ARTICLE,https://openalex.org/W7143364622
GS099,Génération de tests unitaires dans les systèmes orientés objet à l'aide des grands modèles de langage,A Diop,2025,,Google Scholar,String A,,https://depot-e.uqtr.ca/id/eprint/12445/1/eprint12445.pdf,depot-e.uqtr.ca,PDF,
GS100,Comprehensibility of Editor-Integrated LLM-Generated Unit Tests,"F Björk, J Lindh",2024,,Google Scholar,String A,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1882328,diva-portal.org,ARTICLE,
GS101,Less Is More: Failing Test Generation with Large Language Models,"TO Li, X Yan, W Zong, Y Wang, H Tian, C Xu…",2026,ACM Transactions on …,Google Scholar,String A,10.1145/3793675,https://dl.acm.org/doi/abs/10.1145/3793675,dl.acm.org,ARTICLE,https://openalex.org/W7127597825
GS102,"Unify and Triumph: Polyglot, Diverse, and Self-Consistent Generation of Unit Tests with LLMs","DE Khelladi, C Reux, M Acher",2025,arXiv preprint arXiv:2503.16144,Google Scholar,String A,10.48550/arxiv.2503.16144,https://arxiv.org/abs/2503.16144,arxiv.org,ARTICLE,https://openalex.org/W4415288779
GS103,PR-Aware Automated Unit Test Generation: Challenges and Opportunities,"V Haratian, A Akar, B Çakar, E Tüzün",2026,arXiv preprint arXiv:2605.25285,Google Scholar,String A,,https://arxiv.org/abs/2605.25285,arxiv.org,ARTICLE,https://openalex.org/W7162605488
GS104,Harnessing Large Language Models for Automated Software Testing: A Leap Towards Scalable Test Case Generation,"S Rehan, B Al-Bander, A Al-Said Ahmad",2025,Electronics,Google Scholar,String A,10.3390/electronics14071463,https://www.mdpi.com/2079-9292/14/7/1463,mdpi.com,HTML,https://openalex.org/W4409163756
GS105,MUATC: Multi-Agent Utilization to Augment Test Coverage,"T Ma, S Liu, W Dong, J Liu…",2025,2025 32nd Asia-Pacific …,Google Scholar,String A,10.1109/apsec66846.2025.00028,https://ieeexplore.ieee.org/abstract/document/11396580/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7131249264
GS106,Unit Testing Past vs. Present: Examining LLMs' Impact on Defect Detection and Efficiency,"R Ramler, P Straubinger, R Plösch…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2502.09801,https://arxiv.org/abs/2502.09801,arxiv.org,ARTICLE,https://openalex.org/W4407632336
GS107,Comparative Analysis of Conventional Approaches and AI-Powered Tools for Unit Testing within Web Application Development,"EA Issawi, OA Hajjouz",2024,LU-CS-EX,Google Scholar,String A,,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9169902&fileOId=9169905,lup.lub.lu.se,PDF,
GS108,Poster: Unit Testing Past vs. Present: Examining LLMs' Impact on Defect Detection and Efficiency,"R Ramler, P Straubinger, R Plösch…",2025,2025 IEEE Conference …,Google Scholar,String A,10.1109/icst62969.2025.10988960,https://ieeexplore.ieee.org/abstract/document/10988960/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410538162
GS109,Static and Dynamic Comparison of Mutation Testing Tools for Python,"LR Guerino, PH Kuroishi, ACR Paiva…",2024,Proceedings of the XXIII …,Google Scholar,String A,10.1145/3701625.3701659,https://dl.acm.org/doi/abs/10.1145/3701625.3701659,dl.acm.org,ARTICLE,https://openalex.org/W4405673248
GS110,SGTest: A Semantics-Guided Framework for LLM-Driven Unit Test Generation,"C Lin, L Cheng, J Wu, X Zhang",2025,ksiresearch.org,Google Scholar,String A,10.18293/seke2025-043,https://ksiresearch.org/seke/seke25paper/paper043.pdf,,PDF,https://openalex.org/W4415413145
GS111,ScenEval: A Benchmark for Scenario-Based Evaluation of Code Generation,"DG Paul, H Zhu, I Bayley",2024,2024 IEEE International Conference …,Google Scholar,String A,10.1109/aitest62860.2024.00015,https://ieeexplore.ieee.org/abstract/document/10685215/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4402835370
GS112,Developer vs. DSpot vs. ChatGPT: A Comparative Study of JUnit Test Amplification,"DO Owuor, AK Jha",,hifromajay.github.io,Google Scholar,String A,,https://hifromajay.github.io/papers/icst2026.pdf,,PDF,
GS113,Automated Test Case Generation Using Natural Language Processing,"MR Arya Devi, P Abdul Jabbar",2025,International Conference on Information …,Google Scholar,String A,10.1007/978-981-96-8901-9_12,https://link.springer.com/chapter/10.1007/978-981-96-8901-9_12,Springer,ARTICLE,https://openalex.org/W4415654461
GS114,Unit Test Update through LLM-Driven Context Collection and Error-Type-Aware Refinement,"Y Zhang, Z Yang, S Pan, Z Liu",2025,arXiv preprint arXiv:2509.24419,Google Scholar,String A,10.1109/ase63991.2025.00206,https://arxiv.org/abs/2509.24419,arxiv.org,ARTICLE,https://openalex.org/W7125959332
GS115,Automated Test Suite Enhancement Using Large Language Models with Few-shot Prompting,"A Chudic, G Çalıklı",2026,arXiv preprint arXiv:2602.12256,Google Scholar,String A,,https://arxiv.org/abs/2602.12256,arxiv.org,ARTICLE,https://openalex.org/W7128865040
GS116,Geração automática de Testes de Unidade com LLMs em projetos de larga escala,MEPS Melo,2025,,Google Scholar,String A,,https://repositorio.ifpb.edu.br/handle/177683/5116,repositorio.ifpb.edu.br,ARTICLE,
GS117,Type-aware LLM-based Regression Test Generation for Python Programs,"R Liu, Z Zhang, Y Hu, Y Lin, X Gao, H Sun",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2503.14000,https://arxiv.org/abs/2503.14000,arxiv.org,ARTICLE,https://openalex.org/W4416245459
GS118,Automated Unit Test Improvement using Large Language Models at Meta,"N Alshahwan, J Chheda, A Finogenova…",2024,… Proceedings of the …,Google Scholar,String A,10.1145/3663529.3663839,https://dl.acm.org/doi/abs/10.1145/3663529.3663839,dl.acm.org,ARTICLE,https://openalex.org/W4400484796
GS119,TestDecision: Sequential Test Suite Generation via Greedy Optimization and Reinforcement Learning,"G Wang, C Yang, X Zhou, Z Sun, B Wang, D Lo…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2604.01799,arxiv.org,ARTICLE,https://openalex.org/W7149874359
GS120,DiffTester: Accelerating Unit Test Generation for Diffusion LLMs via Repetitive Pattern,"L Yang, Y Liu, Y Zhang, J Li",2025,arXiv preprint arXiv:2509.24975,Google Scholar,String A,,https://arxiv.org/abs/2509.24975,arxiv.org,ARTICLE,
GS121,Syntax Is All You Need: A Universal-Language Approach to Mutant Generation,"S Deb, K Jain, R Van Tonder, C Le Goues…",2024,Proceedings of the ACM …,Google Scholar,String A,10.1145/3643756,https://dl.acm.org/doi/abs/10.1145/3643756,dl.acm.org,ARTICLE,https://openalex.org/W4400582780
GS122,AgentTester: An LLM-Based Tool for Unit Test Generation with Automatically Generated Prompts,"H Chen, K Chen, F Zhang, T Wang, L Cheng",2025,International Conference on …,Google Scholar,String A,10.1007/978-981-95-0011-6_10,https://link.springer.com/chapter/10.1007/978-981-95-0011-6_10,Springer,ARTICLE,https://openalex.org/W4412909574
GS123,Generative AI Models for Automated Software Testing,KS Bundeli,2023,International Journal of Engineering & Extended …,Google Scholar,String A,,https://www.ijeetr.com/index.php/ijeetr/article/view/63,ijeetr.com,ARTICLE,
GS124,Can Test Generation and Program Repair Inform Automated Assessment of Programming Projects?,"R Gu, JM Rojas, D Shin",2025,2025 IEEE Conference on Software …,Google Scholar,String A,10.1109/icst62969.2025.10988955,https://ieeexplore.ieee.org/abstract/document/10988955/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410536331
GS125,The Program Testing Ability of Large Language Models for Code,"W Xiong, Y Guo, H Chen",2024,… of the 2024 Conference on Empirical …,Google Scholar,String A,10.18653/v1/2024.emnlp-industry.3,https://aclanthology.org/2024.emnlp-industry.3/,aclanthology.org,ARTICLE,https://openalex.org/W4404783393
GS126,Hamster: A Large-Scale Study and Characterization of Developer-Written Tests,"R Pan, T Stennett, R Pavuluri, N Levin, A Orso…",2025,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2509.26204,arxiv.org,ARTICLE,
GS127,Reference-Based Retrieval-Augmented Unit Test Generation,"Z Zhang, X Liu, Y Lin, X Gao, H Sun…",2026,ACM Transactions on …,Google Scholar,String A,10.1145/3765758,https://dl.acm.org/doi/abs/10.1145/3765758,dl.acm.org,ARTICLE,https://openalex.org/W4416948343
GS128,Automated Unit Test Refactoring,"Y Gao, X Hu, X Yang, X Xia",2025,Proceedings of the ACM on Software …,Google Scholar,String A,10.1145/3715750,https://dl.acm.org/doi/abs/10.1145/3715750,dl.acm.org,ARTICLE,https://openalex.org/W4411449959
GS129,BenjiTest: An Agentic Framework for Evaluating LLM-Based Unit Test Generation and Correction,"A Lops, A Ragone, M Di Penta, M Trizio…",2026,Available at SSRN …,Google Scholar,String A,10.2139/ssrn.6843084,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6843083,papers.ssrn.com,ARTICLE,https://openalex.org/W7162627063
GS130,Using local LLMs in constrained environments for increasing mutation score,R van der Geest,2024,,Google Scholar,String A,,https://repository.tudelft.nl/file/File_d4696576-0289-42bf-b740-59ab859f79bc,repository.tudelft.nl,PDF,
GS131,"TestForge: Feedback-Driven, Agentic Test Suite Generation","K Jain, CL Goues",2025,arXiv preprint arXiv:2503.14713,Google Scholar,String A,10.48550/arxiv.2503.14713,https://arxiv.org/abs/2503.14713,arxiv.org,ARTICLE,https://openalex.org/W4414901604
GS132,"Software Testing With Large Language Models: Survey, Landscape, and Vision","J Wang, Y Huang, C Chen, Z Liu…",2024,IEEE Transactions on …,Google Scholar,String A,10.1109/tse.2024.3368208,https://ieeexplore.ieee.org/abstract/document/10440574/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4391974543
GS133,Using GitHub Copilot for Test Generation in Python: An Empirical Study,"K El Haji, C Brandt, A Zaidman",2024,Proceedings of the 5th ACM/IEEE …,Google Scholar,String A,10.1145/3644032.3644443,https://dl.acm.org/doi/abs/10.1145/3644032.3644443,dl.acm.org,ARTICLE,https://openalex.org/W4399491517
GS134,Generating Test Cases with Large Language Model: Frameworks and Challenges,"MR Hosseini, NK Janjua, A Mohsin…",2025,… Conference on E …,Google Scholar,String A,,https://ieeexplore.ieee.org/abstract/document/11299332/,ieeexplore.ieee.org,ARTICLE,
GS135,SecMutBench: Evaluating LLM-Generated Security Tests via Mutation-Based Vulnerability Detection,M ALMutairi,,openreview.net,Google Scholar,String A,,https://openreview.net/forum?id=3IGvziUsqX,,ARTICLE,
GS136,Evaluating Large Language Models,"MRG Rossi, A Fernandez",2025,"… , Big Data and Emerging Topics: 13th …",Google Scholar,String A,,https://books.google.com/books?hl=en&lr=&id=6OKPEQAAQBAJ&oi=fnd&pg=PA46&dq=(%22ChatGPT%22+OR+%22GPT-4%22+OR+%22Codex%22)+%22unit+test+generation%22+(%22branch+coverage%22+OR+%22mutation+score%22)+(%22JUnit%22+OR+%22pytest%22)&ots=2_rzoOCrb5&sig=R3ewQlX_n3ymuWbB-YOKH4JNOgI,books.google.com,ARTICLE,
GS137,TestExplora: Benchmarking LLMs for Proactive Bug Discovery via Repository-Level Test Generation,"S Liu, J Luo, X Zhang, A Liu, H Liu, J Wu…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2602.10471,arxiv.org,ARTICLE,https://openalex.org/W7128745256
GS138,LLM-based Unit Test Generation via Property Retrieval,"Z Zhang, X Liu, Y Lin, X Gao, H Sun, Y Yuan",2024,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2410.13542,https://arxiv.org/abs/2410.13542,arxiv.org,ARTICLE,https://openalex.org/W4403579820
GS139,Coverage Isn’t Enough: SBFL-Driven Insights into Manually Created vs. Automatically Generated Tests,"S Shimizu, Y Higo",2025,… Conference on Product-Focused Software Process …,Google Scholar,String A,10.1007/978-3-032-12089-2_1,https://link.springer.com/chapter/10.1007/978-3-032-12089-2_1,Springer,ARTICLE,https://openalex.org/W4416336258
GS140,AutoTestX: Dependable Test Generation with Open-Source LLMs via Multi-Agent Orchestration,"Y KIM, G Yang",2025,Available at SSRN 5818317,Google Scholar,String A,10.2139/ssrn.5818317,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5818317,papers.ssrn.com,ARTICLE,https://openalex.org/W7106820979
GS141,An empirical study on how software testing students interact with large language models,S Mezzaro,2023,,Google Scholar,String A,,https://www.politesi.polimi.it/handle/10589/229734,politesi.polimi.it,ARTICLE,
GS142,Leveraging Long Method Decomposition to Improve Large Language Model-Based Test Case Generation,"R Qi, Z Shen, Y Li",2025,"… on Systems, Man, and Cybernetics (SMC)",Google Scholar,String A,10.1109/smc58881.2025.11343523,https://ieeexplore.ieee.org/abstract/document/11343523/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7125949943
GS143,Mutant-Driven Test Generation for Ethereum Smart Contracts via LLMs,"M Barboni, F Lampa, A Morichetta…",2025,2025 IEEE …,Google Scholar,String A,10.1109/aitest66680.2025.00033,https://ieeexplore.ieee.org/abstract/document/11127247/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4413319805
GS144,Jestr r,"N Pacholi, P Bahad, D Chauhan",2025,Journal of Engineering Science and …,Google Scholar,String A,,https://www.jestr.org/downloads/Volume18Issue6/fulltext211862025.pdf,jestr.org,PDF,
GS145,An Evaluation Framework for Software Test Cases Generated by Large Language Models,ST Nguyen,2025,,Google Scholar,String A,,https://search.proquest.com/openview/5fb29026cb891fa92efac77f512f656f/1?pq-origsite=gscholar&cbl=18750&diss=y,search.proquest.com,ARTICLE,
GS146,Generative AI in Software Testing: Current Trends and Future Directions,"T Singla, QH Mahmoud",2026,arXiv preprint arXiv:2603.02141,Google Scholar,String A,,https://arxiv.org/abs/2603.02141,arxiv.org,ARTICLE,https://openalex.org/W7133364762
GS147,Metamorphic Testing for LLM-based Code Repair,M de Koning,,repository.tudelft.nl,Google Scholar,String A,,https://repository.tudelft.nl/file/File_3abf0738-3d16-4268-9f9b-1b441978006f,,PDF,
GS148,Prompt Seed Generate,S Datskiv,,repository.tudelft.nl,Google Scholar,String A,,https://repository.tudelft.nl/file/File_d6d7aa94-98f5-422d-80f1-35b113418366,,PDF,
GS149,Hallucination to Consensus: Multi-Agent LLMs for End-to-End JUnit Test Generation,"Q Xu, G Wang, L Briand, K Liu",2026,ACM Transactions on Software …,Google Scholar,String A,10.1145/3803418,https://dl.acm.org/doi/abs/10.1145/3803418,dl.acm.org,ARTICLE,https://openalex.org/W4414430094
GS150,From Prompt to Passing: How Code Characteristics Affect LLM-Generated C# Test Suites,E Jansson,2025,,Google Scholar,String A,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1970982,diva-portal.org,ARTICLE,
GS151,MAGISTER: LLM-Based Test Generation with Role-Specialized Agents,"A Ahammad, M El Bajta…",2025,… Conference on Intelligent …,Google Scholar,String A,10.1109/sita67914.2025.11273637,https://ieeexplore.ieee.org/abstract/document/11273637/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4417170063
GS152,"Next-Generation Software Testing with Generative AI: LLMs, Self-Healing Systems, and Implementation Insights","N Pacholi, P Bahad, D Chauhan",2025,Journal of Engineering …,Google Scholar,String A,10.25103/jestr.186.21,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17912377&AN=191030943&h=owP5k9l%2BIPzzQYgWxrzf2oWfJA3xYSuhbAM8oJdayxzMxun%2FZB8sry1sMjVPPo7Dv39kqk%2BtgHA5ANCteifMug%3D%3D&crl=c,search.ebscohost.com,ARTICLE,https://openalex.org/W7121558804
GS153,Towards Automated Software Testing: Evaluating LLMs in Generating Effective Test Cases,"M Pehlke, C Eudenbach, M Graw, M Jansen",2024,International Conference on …,Google Scholar,String A,10.1007/978-3-031-95127-5_16,https://link.springer.com/chapter/10.1007/978-3-031-95127-5_16,Springer,ARTICLE,https://openalex.org/W4413240361
GS154,Enhancing llm's ability to generate more repository-aware unit tests through precise contextual information injection,"X Yin, C Ni, X Li, L Chen, G Ma, X Yang",2025,arXiv preprint arXiv:2501.07425,Google Scholar,String A,,https://arxiv.org/abs/2501.07425,arxiv.org,ARTICLE,
GS155,Fixturize: Bridging the Fixture Gap in Test Generation,"C Wang, P Xue, Z Yang, X Luo, Y Zhang, X Lyu…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2601.06615,arxiv.org,ARTICLE,https://openalex.org/W7124118810
GS156,Planning to Explore: Curiosity-Driven Planning for LLM Test Generation,"A Amayuelas, F Laakom, P Piękos, W Wang…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2604.05159,arxiv.org,ARTICLE,https://openalex.org/W7152934032
GS157,Test Automation for Industrial Programmable Logic Controller Software: From Requirements to Executable Tests,ME Salari,2026,diva-portal.org,Google Scholar,String A,,https://www.diva-portal.org/smash/get/diva2:2020129/FULLTEXT02.pdf,,PDF,https://openalex.org/W7118153638
GS158,OneMoreTest: A Learning-Based Approach to Generating and Selecting Fault-Revealing Unit Tests,"W Wei, Y Jiang, Y Li, L Zhang…",2025,IEEE Transactions on …,Google Scholar,String A,10.1109/tse.2025.3581556,https://ieeexplore.ieee.org/abstract/document/11049955/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4411640183
GS159,TREAT: A Code LLMs Trustworthiness / Reliability Evaluation and Testing Framework,"S Gao, EJ Li, MH Lam, J Xiao, Y Wan, C Wang…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2510.17163,https://arxiv.org/abs/2510.17163,arxiv.org,ARTICLE,https://openalex.org/W4415962502
GS160,LLM-assisted test automation: A cognitive software testing framework using generative AI,C Temel,2025,,Google Scholar,String A,10.36227/techrxiv.176315879.96821044,https://www.techrxiv.org/doi/abs/10.36227/techrxiv.176315879.96821044,techrxiv.org,ARTICLE,
GS161,Experimental evaluation of LLMs for Test Generation,"T Costa, A Ghandour, M Soltys, N Volosnikov…",2025,Actes des journées …,Google Scholar,String A,,https://hal.science/hal-05106227/document#page=90,hal.science,PDF,
GS162,"Comprehend, Imitate, and then Update: Unleashing the Power of LLMs in Test Suite Evolution","T Xu, J Liu, Y Yao, C Li, F Xu…",2025,2025 40th IEEE/ACM …,Google Scholar,String A,10.1109/ase63991.2025.00046,https://ieeexplore.ieee.org/abstract/document/11334264/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7125962807
GS163,Test Intention Guided LLM-Based Unit Test Generation,"Z Nan, Z Guo, K Liu, X Xia",2025,2025 IEEE/ACM 47th International …,Google Scholar,String A,10.1109/icse55347.2025.00243,https://ieeexplore.ieee.org/abstract/document/11029762/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4411552855
GS164,Constructing a Dataset of Functionally Equivalent Methods in Python Using Automated Test Generation Techniques,"Y Higo, Y Guo",2025,,Google Scholar,String A,,https://sel.ist.osaka-u.ac.jp/lab-db/Mthesis/archive/177/177.pdf,sel.ist.osaka-u.ac.jp,PDF,
GS165,Enriching automatic test case generation by extracting relevant test inputs from bug reports,"WC Ouédraogo, L Plein, K Kabore, A Habib…",2025,Empirical Software …,Google Scholar,String A,10.1007/s10664-025-10635-z,https://link.springer.com/article/10.1007/s10664-025-10635-z,Springer,ARTICLE,https://openalex.org/W4408838832
GS166,UTFix: Change Aware Unit Test Repairing using LLM,"S Rahman, S Kuhar, B Cirisci, P Garg, S Wang…",2025,Proceedings of the …,Google Scholar,String A,10.1145/3720419,https://dl.acm.org/doi/abs/10.1145/3720419,dl.acm.org,ARTICLE,https://openalex.org/W4409311382
GS167,PALM: Path-aware LLM-based Test Generation with Comprehension,"Y Wu, X Zhou, A Humayun, MA Gulzar, M Kim",2026,ArXiv.org,Google Scholar,String A,10.48550/arxiv.2506.19287,https://camps.aptaracorp.com/ACM_PMS/PMS/ACM/ICPC26/9/ab647340-061d-11f1-aa9c-16ffd757ba29/OUT/icpc26-9.pdf,camps.aptaracorp.com,PDF,https://openalex.org/W4414683764
GS168,E-Test: E'er-Improving Test Suites,"K Qiu, L Di Grazia, L Mariani, M Pezzè",2025,arXiv preprint arXiv:2510.19860,Google Scholar,String A,10.1145/3744916.3773126,https://arxiv.org/abs/2510.19860,arxiv.org,ARTICLE,https://openalex.org/W4416249003
GS169,"Systematic Mapping of Empirical Research on LLM-based Test Generation: Research Gaps, Methodologies, and Emerging Trends","J Marques Prates, BOC Jimez, SM Melo…",2025,"… , and Emerging Trends",Google Scholar,String A,10.2139/ssrn.5489582,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5489582,papers.ssrn.com,ARTICLE,https://openalex.org/W4414201696
GS170,How Students Use Generative AI for Software Testing: An Observational Study,"B Ardic, QL Dilavrec, A Zaidman",2025,arXiv preprint arXiv:2510.10551,Google Scholar,String A,,https://arxiv.org/abs/2510.10551,arxiv.org,ARTICLE,
GS171,Large Language Models for Software Testing: A Research Roadmap,"C Augusto, A Bertolino, G De Angelis, F Lonetti…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2509.25043,https://arxiv.org/pdf/2509.25043,arxiv.org,PDF,https://openalex.org/W4415337585
GS172,"TestWeaver: Execution-aware, Feedback-driven Regression Testing Generation with Large Language Models","CC Le, CD Van, TD Vu, TMP Vu, HN Phan…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2508.01255,https://arxiv.org/abs/2508.01255,arxiv.org,ARTICLE,https://openalex.org/W4417098565
GS173,Assessing Evaluation Metrics for Neural Test Oracle Generation,"J Shin, H Hemmati, M Wei…",2024,IEEE Transactions on …,Google Scholar,String A,10.1109/tse.2024.3433463,https://ieeexplore.ieee.org/abstract/document/10609742/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4400978763
GS174,The Reliability Evaluating OF ChatGPT-Generated Code in Software Engineering Tasks,FS Hadi,2026,Vital Annex: International Journal of Novel Research in …,Google Scholar,String A,,https://www.neliti.com/publications/708104/the-reliability-evaluating-of-chatgpt-generated-code-in-software-engineering-tas,neliti.com,ARTICLE,
GS175,LLMs for Intelligent Software Testing: A Comparative Study,"M Boukhlif, N Kharmoum, M Hanine",2024,Proceedings of the 7th …,Google Scholar,String A,10.1145/3659677.3659749,https://dl.acm.org/doi/abs/10.1145/3659677.3659749,dl.acm.org,ARTICLE,https://openalex.org/W4401502677
GS176,Testdriven utveckling och stora språkmodeller: Enhetstester som prompt till ChatGPT att generera kod,"P Lagerhult, K O'Flaherty",2024,,Google Scholar,String A,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1885309,diva-portal.org,ARTICLE,
GS177,Testability-aware test augmentation for asynchronous programs,H Soltanloo,2025,Summit (Simon Fraser University),Google Scholar,String A,,https://summit.sfu.ca/item/39758,summit.sfu.ca,ARTICLE,https://openalex.org/W7139643469
GS178,"Foundation Models in Software Engineering: A Taxonomy, Systematic Review, and In-Depth Analysis of Testing Support","S Banitaan, M Daoud, H Alquran, M Akour",2026,Information,Google Scholar,String A,10.3390/info17010073,https://www.mdpi.com/2078-2489/17/1/73,mdpi.com,HTML,https://openalex.org/W7122474383
GS179,Tracets4J: A Traceable Unit Test Generation Dataset,"X Jin, Z Liu, J Zhang, X Hu, X Xia",2025,2025 IEEE International …,Google Scholar,String A,10.1109/saner64311.2025.00077,https://ieeexplore.ieee.org/abstract/document/10992478/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410553417
GS180,AI-Generated Test Scripts for Web E2E Testing with ChatGPT and Copilot: A Preliminary Study,"M Leotta, HZ Yousaf, F Ricca, B Garcia",2024,Proceedings of the 28th …,Google Scholar,String A,10.1145/3661167.3661192,https://dl.acm.org/doi/abs/10.1145/3661167.3661192,dl.acm.org,ARTICLE,https://openalex.org/W4399668033
GS181,Consistency Meets Verification: Enhancing Test Generation Quality in Large Language Models Without Ground-Truth Solutions,"H Taherkhani, A DaghighFarsoodeh…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2602.10522,arxiv.org,ARTICLE,https://openalex.org/W7128745254
GS182,Ověření schopností LLM generovat použitelné testy software,MJ Velc,,dspace.zcu.cz,Google Scholar,String A,,https://dspace.zcu.cz/bitstreams/2866f9e5-94e3-42d9-9576-686a76059cd5/download,,PDF,
GS183,Fuzzing with Agents? Generators Are All You Need,"V Vikram, R Padhye",2026,arXiv preprint arXiv:2604.01442,Google Scholar,String A,10.48550/arxiv.2604.01442,https://arxiv.org/abs/2604.01442,arxiv.org,ARTICLE,https://openalex.org/W7148825623
GS184,Augmenting software quality assurance with AI and automation using PyTest-BDD,"X Zhao, H Wang, JQ Ding, Z Hu, Q Tian…",2026,Automated Software …,Google Scholar,String A,10.1007/s10515-025-00566-w,https://link.springer.com/article/10.1007/s10515-025-00566-w,Springer,ARTICLE,https://openalex.org/W4415390180
GS185,Generative Software Engineering,"Y Huang, Y Chen, X Chen, J Chen, R Peng…",2024,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2403.02583,https://arxiv.org/abs/2403.02583,arxiv.org,ARTICLE,https://openalex.org/W4392539602
GS186,Assessing and Advancing Benchmarks for Evaluating Large Language Models in Software Engineering Tasks,"X Hu, F Niu, J Chen, X Zhou, J Zhang, J He…",2025,ACM Transactions on …,Google Scholar,String A,10.1145/3786771,https://dl.acm.org/doi/abs/10.1145/3786771,dl.acm.org,ARTICLE,https://openalex.org/W7117477189
GS187,Static Program Analysis Guided LLM Based Unit Test Generation,"S Roy Chowdhury, G Sridhara, AK Raghavan…",2024,Proceedings of the 8th …,Google Scholar,String A,10.1145/3703323.3703742,https://dl.acm.org/doi/abs/10.1145/3703323.3703742,dl.acm.org,ARTICLE,https://openalex.org/W4411624689
GS188,"KodCode: A Diverse, Challenging, and Verifiable Synthetic Dataset for Coding","Z Xu, Y Liu, Y Yin, M Zhou…",2025,Findings of the …,Google Scholar,String A,10.18653/v1/2025.findings-acl.365,https://aclanthology.org/2025.findings-acl.365/,aclanthology.org,ARTICLE,https://openalex.org/W4412888419
GS189,An Empirical Study on the Code Refactoring Capability of Large Language Models,"J Cordeiro, S Noei, Y Zou",2024,ACM Transactions on Software Engineering …,Google Scholar,String A,10.1145/3801158,https://dl.acm.org/doi/abs/10.1145/3801158,dl.acm.org,ARTICLE,https://openalex.org/W7134947125
GS190,Augmenting Greybox Fuzzing with Generative AI,"J Hu, Q Zhang, H Yin",2023,arXiv preprint arXiv:2306.06782,Google Scholar,String A,10.48550/arxiv.2306.06782,https://arxiv.org/abs/2306.06782,arxiv.org,ARTICLE,https://openalex.org/W4380558484
GS191,Establishing Meta-Requirements and Design Principles for LLM-based Unit Test Generation,"RP Gurung, K Karhu, S Chandio, D Siemon",2025,,Google Scholar,String A,,https://aisel.aisnet.org/acis2025/56/,aisel.aisnet.org,ARTICLE,
GS192,PyLC+: A Scalable Python Framework for Automated Translation and Testing of Industrial PLC Programs,"ME Salari, EP Enoiu, A Bucaioni…",2025,2025 IEEE 49th …,Google Scholar,String A,10.1109/compsac65507.2025.00085,https://ieeexplore.ieee.org/abstract/document/11126445/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4413640476
