Id ,Title,Authors,Year,Venue,Database,Search String,DOI,Url
SS084,EvoGPT: Leveraging LLM-Driven Seed Diversity to Improve Search-Based Test Suite Generation,"Broide, Lior; Stern, Roni; Mordoch, Argaman",2025,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/EvoGPT%3A-Leveraging-LLM-Driven-Seed-Diversity-to-Broide-Stern/4a2f50f1a55d923491be66d31c67a5d89baa7a6f
SS085,Evolve Cost-aware Acquisition Functions Using Large Language Models,"Yao, Yiming; Liu, Fei; Cheng, Ji; Zhang, Qingfu",2024,,Semantic Scholar,String A,10.48550/ARXIV.2404.16906,https://arxiv.org/abs/2404.16906
SS086,Experimental estimates of germline mutation rate in eukaryotes: a phylogenetic meta-analysis,"Wang, Yiguan; Obbard, Darren J",2023,Evolution Letters,Semantic Scholar,String A,10.1093/evlett/qrad027,https://academic.oup.com/evlett/article/7/4/216/7202139
SS087,Exploring ChatGPT Efficiency in Automatic Test Generation for Python: A Comparative Analysis,"Guerino, Lucca Renato; Vincenzi, Auri Marcelo Rizzo",2025,Anais do XXIV Simpósio Brasileiro de Qualidade de Software (SBQS 2025),Semantic Scholar,String A,10.5753/sbqs.2025.14558,https://sol.sbc.org.br/index.php/sbqs/article/view/38998
SS088,Exploring Testing Methods for Large Language Models,"Elvira, Timothy; Procko, Tyler Thomas; Vonderhaar, Lynn; Ochoa, Omar",2024,2024 International Conference on Machine Learning and Applications (ICMLA),Semantic Scholar,String A,10.1109/ICMLA61862.2024.00177,https://ieeexplore.ieee.org/document/10903339/
SS089,Exploring the Prompt Space of Large Language Models through Evolutionary Sampling,"Saletta, Martina; Ferretti, Claudio",2024,Proceedings of the Genetic and Evolutionary Computation Conference,Semantic Scholar,String A,10.1145/3638529.3654049,https://dl.acm.org/doi/10.1145/3638529.3654049
SS090,FAT4 Mutation is Related to Tumor Mutation Burden and Favorable Prognosis in Gastric Cancer,"Li, Qingqing; Chu, Yuxin; Yao, Yi; Song, Qibin",2024,Current Genomics,Semantic Scholar,String A,10.2174/0113892029300694240612081006,https://www.eurekaselect.com/231049/article
SS091,Feature-Sensitive Coverage for Conformance Testing of Programming Language Implementations,"Park, Jihyeok; Youn, Dongjun; Lee, Kanguk; Ryu, Sukyoung",2023,Proceedings of the ACM on Programming Languages,Semantic Scholar,String A,10.1145/3591240,https://dl.acm.org/doi/10.1145/3591240
SS092,Fine-grained Coverage-based Fuzzing,"Wu, Wei-Cheng; Nongpoh, Bernard; Nour, Marwan; Marcozzi, Michaël; Bardin, Sébastien; Hauser, Christophe",2024,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3587158,https://dl.acm.org/doi/10.1145/3587158
SS093,Fine-Tuning LLMs for Code Mutation: A New Era of Cyber Threats,"Setak, Mohammad; Madani, Pooria",2024,"2024 IEEE 6th International Conference on Trust, Privacy and Security in Intelligent Systems, and Applications (TPS-ISA)",Semantic Scholar,String A,10.1109/TPS-ISA62245.2024.00043,https://ieeexplore.ieee.org/document/10835568/
SS094,FOX: Coverage-guided Fuzzing as Online Stochastic Control,"She, Dongdong; Storek, Adam; Xie, Yuchong; Kweon, Seoyoung; Srivastava, Prashast; Jana, Suman",2024,Proceedings of the 17th ACM/IEEE International Workshop on Search-Based and Fuzz Testing,Semantic Scholar,String A,10.1145/3643659.3648562,https://dl.acm.org/doi/10.1145/3643659.3648562
SS095,Fuzz4All: Universal Fuzzing with Large Language Models,"Xia, Chunqiu Steven; Paltenghi, Matteo; Le Tian, Jia; Pradel, Michael; Zhang, Lingming",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Semantic Scholar,String A,10.1145/3597503.3639121,https://dl.acm.org/doi/10.1145/3597503.3639121
SS096,FuzzCoder: Byte-level Fuzzing Test via Large Language Model,"Yang, Liqun; Yang, Jian; Wei, Chaoren; Niu, Guanglin; Zhang, Ge; Wang, Yunli; ChaI, Linzheng; Xia, Wanxu; Guo, Hongcheng; Zhang, Shun; Liu, Jiaheng; Yin, Yuwei; Peng, Junran; Ma, Jiaxin; Sun, Liang; Li, Zhoujun",2024,,Semantic Scholar,String A,10.48550/ARXIV.2409.01944,https://arxiv.org/abs/2409.01944
SS097,FuzzCoder: Code Large Language Model-Based Fuzz Testing for Industrial IoT Programs,"Yang, Liqun; Wei, Chaoren; Yang, Jian; Xia, Wanxu; Yang, Yuze; Luo, Yang; Niyato, Dusit; Sun, Liang; Liu, Zhiquan",2025,IEEE Internet of Things Journal,Semantic Scholar,String A,10.1109/JIOT.2025.3577602,https://ieeexplore.ieee.org/document/11028927/
SS098,Fuzzing for CPS Mutation Testing,"Lee, Jaekwon; Viganò, Enrico; Cornejo, Oscar; Pastore, Fabrizio; Briand, Lionel",2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE56229.2023.00079,https://ieeexplore.ieee.org/document/10298537/
SS099,Fuzzing JavaScript Engines with a Graph-based IR,"Xu, Haoran; Jiang, Zhiyuan; Wang, Yongjun; Fan, Shuhui; Xu, Shenglin; Xie, Peidai; Fu, Shaojing; Payer, Mathias",2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,Semantic Scholar,String A,10.1145/3658644.3690336,https://dl.acm.org/doi/10.1145/3658644.3690336
SS100,Fuzzing MLIR Compilers with Custom Mutation Synthesis,"Limpanukorn, Ben; Wang, Jiyuan; Kang, Hong Jin; Zhou, Zitong; Kim, Miryung",2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),Semantic Scholar,String A,10.1109/ICSE55347.2025.00037,https://ieeexplore.ieee.org/document/11029941/
SS101,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,"Dong, Yingkai; Meng, Xiangtao; Yu, Ning; Li, Zheng; Guo, Shanqing",2025,2025 IEEE Symposium on Security and Privacy (SP),Semantic Scholar,String A,10.1109/SP61157.2025.00119,https://ieeexplore.ieee.org/document/11023298/
SS102,GenFair: Systematic Test Generation for Fairness Fault Detection in Large Language Models,"Srinivasan, Madhusudan; Abdel, Jubril",2025,2025 IEEE International Conference on Artificial Intelligence Testing (AITest),Semantic Scholar,String A,10.1109/AITest66680.2025.00030,https://ieeexplore.ieee.org/document/11127253/
SS103,gMutant: A gCov based Mutation Testing Analyser,"Golla, Monika Rani; Godboley, Sangharatna",2023,16th Innovations in Software Engineering Conference,Semantic Scholar,String A,10.1145/3578527.3578546,https://dl.acm.org/doi/10.1145/3578527.3578546
SS104,Grammar Mutation for Testing Input Parsers,"Bendrissou, Bachir; Cadar, Cristian; Donaldson, Alastair F.",2025,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3708517,https://dl.acm.org/doi/10.1145/3708517
SS105,GraphPrior: Mutation-based Test Input Prioritization for Graph Neural Networks,"Dang, Xueqi; Li, Yinghua; Papadakis, Mike; Klein, Jacques; Bissyandé, Tegawendé F.; Le Traon, Yves",2024,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3607191,https://dl.acm.org/doi/10.1145/3607191
SS106,GrayC: Greybox Fuzzing of Compilers and Analysers for C,"Even-Mendoza, Karine; Sharma, Arindam; Donaldson, Alastair F.; Cadar, Cristian",2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3597926.3598130,https://dl.acm.org/doi/10.1145/3597926.3598130
SS107,GUI Component Detection-Based Automated Software Crash Diagnosis,"Nam, Seong-Guk; Seo, Yeong-Seok",2023,Electronics,Semantic Scholar,String A,10.3390/electronics12112382,https://www.mdpi.com/2079-9292/12/11/2382
SS108,Guiding Greybox Fuzzing with Mutation Testing,"Vikram, Vasudev; Laybourn, Isabella; Li, Ao; Nair, Nicole; OBrien, Kelton; Sanna, Rafaello; Padhye, Rohan",2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3597926.3598107,https://dl.acm.org/doi/10.1145/3597926.3598107
SS109,Hallucination to Consensus: Multi-Agent LLMs for End-to-End JUnit Test Generation,"Xu, Qinghua; Wang, Guancheng; Briand, Lionel; Liu, Kui",2026,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3803418,https://dl.acm.org/doi/10.1145/3803418
SS110,HLSTester: Efficient Testing of Behavioral Discrepancies with LLMs for High-Level Synthesis,"Xu, Kangwei; Li, Bing; Zhang, Grace Li; Schlichtmann, Ulf",2025,2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD),Semantic Scholar,String A,10.1109/ICCAD66269.2025.11240891,https://ieeexplore.ieee.org/document/11240891/
SS111,How Does Simulation-Based Testing for Self-Driving Cars Match Human Perception?,"Birchler, Christian; Mohammed, Tanzil Kombarabettu; Rani, Pooja; Nechita, Teodora; Kehrer, Timo; Panichella, Sebastiano",2024,Proceedings of the ACM on Software Engineering,Semantic Scholar,String A,10.1145/3643768,https://dl.acm.org/doi/10.1145/3643768
SS112,How well LLM-based test generation techniques perform with newer LLM versions?,"Konstantinou, Michael; Degiovanni, Renzo; Papadakis, Mike",2026,,Semantic Scholar,String A,10.48550/ARXIV.2601.09695,https://arxiv.org/abs/2601.09695
SS113,Hybrid Fuzzing with LLM-Guided Input Mutation and Semantic Feedback,"Lin, Shiyin",2025,2025 Cyber Awareness and Research Symposium (CARS),Semantic Scholar,String A,10.1109/CARS67163.2025.11337923,https://ieeexplore.ieee.org/document/11337923/
SS114,Impact of Code Context and Prompting Strategies on Automated Unit Test Generation with Modern General-Purpose Large Language Models,"Walczak, Jakub; Tomalak, Piotr; Laskowski, Artur",2025,,Semantic Scholar,String A,10.48550/ARXIV.2507.14256,https://arxiv.org/abs/2507.14256
SS115,Impact of Large Language Models of Code on Fault Localization,"Ji, Suhwan; Lee, Sanghwa; Lee, Changsup; Han, Yo-Sub; Im, Hyeonseung",2025,"2025 IEEE Conference on Software Testing, Verification and Validation (ICST)",Semantic Scholar,String A,10.1109/ICST62969.2025.10989036,https://ieeexplore.ieee.org/document/10989036/
SS116,Implementing HRD Testing in Routine Clinical Practice on Patients with Primary High-Grade Advanced Ovarian Cancer,"Heitz, Florian; Ataseven, Beyhan; Staniczok, Claudia; Denkert, Carsten; Rhiem, Kerstin; Hahnen, Eric; Heikaus, Sebastian; Moubarak, Malak; Welz, Julia; Dagres, Timoleon; Vrentas, Vasilios; Bommert, Mareike; Schneider, Stephanie; Concin, Nicole; Harter, Philipp",2023,Cancers,Semantic Scholar,String A,10.3390/cancers15030818,https://www.mdpi.com/2072-6694/15/3/818
SS117,Improving Testing Behavior by Gamifying IntelliJ,"Straubinger, Philipp; Fraser, Gordon",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Semantic Scholar,String A,10.1145/3597503.3623339,https://dl.acm.org/doi/10.1145/3597503.3623339
SS118,Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"Galindo-Gutierrez, Geraldine; Sandoval Alcocer, Juan Pablo; Jimenez-Fuentes, Nicolas; Bergel, Alexandre; Fraser, Gordon",2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),Semantic Scholar,String A,10.1109/ICSE55347.2025.00156,https://ieeexplore.ieee.org/document/11029845/
SS119,IntelliUnitGen: A Unit Test Case Generation Framework Based on the Integration of Static Analysis and Prompt Learning,"Yang, Zhuoying; Wang, Lei",2025,IEEE Access,Semantic Scholar,String A,10.1109/ACCESS.2025.3615990,https://ieeexplore.ieee.org/document/11184836/
SS120,Intent-Based Mutation Testing: From Naturally Written Programming Intents to Mutants,"Hamidi, Asma; Khanfir, Ahmed; Papadakis, Mike",2025,"2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",Semantic Scholar,String A,10.1109/ICSTW64639.2025.10962508,https://ieeexplore.ieee.org/document/10962508/
SS121,Investigative analysis of different mutation on diversity-driven multi-parent evolutionary algorithm and its application in area coverage optimization of WSN,"Chauhan, Sumika; Singh, Manmohan; Aggarwal, Ashwani Kumar",2023,Soft Computing,Semantic Scholar,String A,10.1007/s00500-023-08090-3,https://link.springer.com/10.1007/s00500-023-08090-3
SS122,Isolating Compiler Bugs by Generating Effective Witness Programs With Large Language Models,"Tu, Haoxin; Zhou, Zhide; Jiang, He; Yusuf, Imam Nur Bani; Li, Yuxian; Jiang, Lingxiao",2024,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2024.3397822,https://ieeexplore.ieee.org/document/10521881/
SS123,JavaBench: A Benchmark of Object-Oriented Code Generation for Evaluating Large Language Models,"Cao, Jialun; Chen, Zhiyong; Wu, Jiarong; Cheung, Shing-Chi; Xu, Chang",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,Semantic Scholar,String A,10.1145/3691620.3695470,https://dl.acm.org/doi/10.1145/3691620.3695470
SS124,Kitten: A Simple Yet Effective Baseline for Evaluating LLM-Based Compiler Testing Techniques,"Xie, Yuanmin; Xu, Zhenyang; Tian, Yongqiang; Zhou, Min; Zhou, Xintong; Sun, Chengnian",2025,Proceedings of the 34th ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3713081.3731731,https://dl.acm.org/doi/10.1145/3713081.3731731
SS125,"KRAS G12C in advanced NSCLC: Prevalence, co-mutations, and testing","Lim, Tony Kiat Hon; Skoulidis, Ferdinandos; Kerr, Keith M.; Ahn, Myung-Ju; Kapp, Joshua R.; Soares, Fernando A.; Yatabe, Yasushi",2023,Lung Cancer,Semantic Scholar,String A,10.1016/j.lungcan.2023.107293,https://linkinghub.elsevier.com/retrieve/pii/S0169500223008310
SS126,Labrador: Response Guided Directed Fuzzing for Black-box IoT Devices,"Liu, Hangtian; Gan, Shuitao; Zhang, Chao; Gao, Zicong; Zhang, Hongqi; Wang, Xiangzhi; Gao, Guangming",2024,2024 IEEE Symposium on Security and Privacy (SP),Semantic Scholar,String A,10.1109/SP54263.2024.00127,https://ieeexplore.ieee.org/document/10646723/
SS127,Large Language Model guided Protocol Fuzzing,"Meng, Ruijie; Mirchev, Martin; Böhme, Marcel; Roychoudhury, Abhik",2024,Proceedings 2024 Network and Distributed System Security Symposium,Semantic Scholar,String A,10.14722/ndss.2024.24556,https://www.ndss-symposium.org/wp-content/uploads/2024-556-paper.pdf
SS128,Large Language Models for Equivalent Mutant Detection: How Far Are We?,"Tian, Zhao; Shu, Honglin; Wang, Dong; Cao, Xuejie; Kamei, Yasutaka; Chen, Junjie",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3650212.3680395,https://dl.acm.org/doi/10.1145/3650212.3680395
SS129,LEAP: Efficient and Automated Test Method for NLP Software,"Xiao, Mingxuan; Xiao, Yan; Dong, Hai; Ji, Shunhui; Zhang, Pengcheng",2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE56229.2023.00052,https://ieeexplore.ieee.org/document/10298415/
SS130,Leveraging Large Language Model for Automatic Patch Correctness Assessment,"Zhou, Xin; Xu, Bowen; Kim, Kisub; Han, DongGyun; Nguyen, Hung Huu; Le-Cong, Thanh; He, Junda; Le, Bach; Lo, David",2024,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2024.3452252,https://ieeexplore.ieee.org/document/10659742/
SS131,Leveraging Long Method Decomposition to Improve Large Language Model-Based Test Case Generation,"Qi, Rongzhi; Shen, Zhiyu; Li, Yadi",2025,"2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",Semantic Scholar,String A,10.1109/SMC58881.2025.11343523,https://ieeexplore.ieee.org/document/11343523/
SS132,LLM-based Mockless Unit Test Generation for Java,"Xu, Qinghua; Wang, Guancheng; Briand, Lionel C.; Guo, Zhaoqiang; Liu, Kui",2026,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/LLM-based-Mockless-Unit-Test-Generation-for-Java-Xu-Wang/b703f42a81d2986da3a1a7d60b91d442dd6c0567
SS133,LLM-Based Test Case Generation in DBMS through Monte Carlo Tree Search,"Chen, Yujia; Zhou, Yingli; Zhang, Fangyuan; Gao, Cuiyun",2026,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/LLM-Based-Test-Case-Generation-in-DBMS-through-Tree-Chen-Zhou/c1254b7ff833135a0a9dc60220434ef2716ff35d
SS134,LLM-Enhanced Test Case Prioritization for Complex Software Systems,"Zosimadis, Ilias; Stamelos, Ioannis",2024,Proceedings of the 28th Pan-Hellenic Conference on Progress in Computing and Informatics,Semantic Scholar,String A,10.1145/3716554.3716561,https://dl.acm.org/doi/10.1145/3716554.3716561
SS135,LLM-Fuzzer: Scaling Assessment of Large Language Model Jailbreaks,"Yu, Jiahao; Lin, Xingwei; Yu, Zheng; Xing, Xinyu",2024,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/LLM-Fuzzer%3A-Scaling-Assessment-of-Large-Language-Yu-Lin/78a83b6e2e470f9c20ceebb4cddae137ab863af4
SS136,LLM-Guided Formal Verification Coupled with Mutation Testing,"Hassan, Muhammad; Ahmadi-Pour, Sallar; Qayyum, Khushboo; Jha, Chandan Kumar; Drechsler, Rolf",2024,"2024 Design, Automation &amp; Test in Europe Conference &amp; Exhibition (DATE)",Semantic Scholar,String A,10.23919/DATE58400.2024.10546729,https://ieeexplore.ieee.org/document/10546729/
SS137,LLMLOOP: Improving LLM-Generated Code and Tests Through Automated Iterative Feedback Loops,"Ravi, Ravin; Bradshaw, Dylan; Ruberto, Stefano; Jahangirova, Gunel; Terragni, Valerio",2025,2025 IEEE International Conference on Software Maintenance and Evolution (ICSME),Semantic Scholar,String A,10.1109/ICSME64153.2025.00109,https://ieeexplore.ieee.org/document/11185878/
SS138,LLMorpheus: Mutation Testing Using Large Language Models,"Tip, Frank; Bell, Jonathan; Schäfer, Max",2025,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2025.3562025,https://ieeexplore.ieee.org/document/10977824/
SS139,LLMs for Automated Unit Test Generation and Assessment in Java: The AgoneTest Framework,"Lops, Andrea; Narducci, Fedelucio; Ragone, Azzurra; Trizio, Michelantonio; Bartolini, Claudio",2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE63991.2025.00198,https://ieeexplore.ieee.org/document/11334272/
SS140,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,"Zhang, Kunpeng; Li, Zongjie; Wu, Daoyuan; Wang, Shuai; Xia, Xin",2025,,Semantic Scholar,String A,10.48550/ARXIV.2501.19282,https://arxiv.org/abs/2501.19282
SS141,LWDIFF: an LLM-Assisted Differential Testing Framework for Webassembly Runtimes,"Zhou, Shiyao; Wang, Jincheng; Ye, He; Zhou, Hao; Goues, Claire Le; Luo, Xiapu",2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),Semantic Scholar,String A,10.1109/ICSE55347.2025.00233,https://ieeexplore.ieee.org/document/11029747/
SS142,Ma11y: A Mutation Framework for Web Accessibility Testing,"Tafreshipour, Mahan; Deshpande, Anmol; Mehralian, Forough; Ahmed, Iftekhar; Malek, Sam",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3650212.3652113,https://dl.acm.org/doi/10.1145/3650212.3652113
SS143,Machine Learning-Based Fuzz Testing Techniques: A Survey,"Zhang, Ao; Zhang, Yiying; Xu, Yao; Wang, Cong; Li, Siwei",2024,IEEE Access,Semantic Scholar,String A,10.1109/ACCESS.2023.3347652,https://ieeexplore.ieee.org/document/10374347/
SS144,Mantra: Mutation Testing of Hardware Design Code Based on Real Bugs,"Wu, Jiang; Lei, Yan; Zhang, Zhuo; Meng, Xiankai; Yang, Deheng; Li, Pan; He, Jiayu; Mao, Xiaoguang",2023,2023 60th ACM/IEEE Design Automation Conference (DAC),Semantic Scholar,String A,10.1109/DAC56929.2023.10247962,https://ieeexplore.ieee.org/document/10247962/
SS145,MC Mutants: Evaluating and Improving Testing for Memory Consistency Specifications,"Levine, Reese; Guo, Tianhao; Cho, Mingun; Baker, Alan; Levien, Raph; Neto, David; Quinn, Andrew; Sorensen, Tyler",2023,"Proceedings of the 28th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",Semantic Scholar,String A,10.1145/3575693.3575750,https://dl.acm.org/doi/10.1145/3575693.3575750
SS146,Metamorphic Malware Evolution: The Potential and Peril of Large Language Models,"Madani, Pooria",2023,"2023 5th IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications (TPS-ISA)",Semantic Scholar,String A,10.1109/TPS-ISA58951.2023.00019,https://ieeexplore.ieee.org/document/10431609/
SS147,"Microsatellite instability in non-endometrioid ovarian epithelial tumors: a study of 400 cases comparing immunohistochemistry, PCR, and NGS based testing with mutation status of MMR genes","Hájková, Nikola; Bártů, Michaela Kendall; Cibula, David; Drozenová, Jana; Fabian, Pavel; Fadare, Oluwole; Frühauf, Filip; Hausnerová, Jitka; Hojný, Jan; Krkavcová, Eva; Laco, Jan; Lax, Sigurd F.; Matěj, Radoslav; Méhes, Gábor; Michálková, Romana; Němejcová, Kristýna; Singh, Naveena; Stolnicu, Simona; Švajdler, Marián; Zima, Tomáš; McCluggage, Wilson Glenn; Stružinská, Ivana; Dundr, Pavel",2023,Translational Research,Semantic Scholar,String A,10.1016/j.trsl.2023.05.004,https://linkinghub.elsevier.com/retrieve/pii/S1931524423000890
SS148,MILE: A Mutation Testing Framework of In-Context Learning Systems,"Wei, Zeming; Zhang, Yihao; Sun, Meng",2024,,Semantic Scholar,String A,10.48550/ARXIV.2409.04831,https://arxiv.org/abs/2409.04831
SS149,MioHint: LLM-assisted Mutation for Whitebox API Testing,"Li, Jia; Shen, Jiacheng; Su, Yuxin; Lyu, Michael R.",2025,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/MioHint%3A-LLM-assisted-Mutation-for-Whitebox-API-Li-Shen/4f64beab9f5f48b4679dcf4ee1c66eeaf059333b
SS150,Mismatch Repair and Microsatellite Instability Testing for Immune Checkpoint Inhibitor Therapy: ASCO Endorsement of College of American Pathologists Guideline,"Vikas, Praveen; Messersmith, Hans; Compton, Carolyn; Sholl, Lynette; Broaddus, Russell R.; Davis, Anjee; Estevez-Diz, Maria; Garje, Rohan; Konstantinopoulos, Panagiotis A.; Leiser, Aliza; Mills, Anne M.; Norquist, Barbara; Overman, Michael J.; Sohal, Davendra; Turkington, Richard C.; Johnson, Tyler",2023,Journal of Clinical Oncology,Semantic Scholar,String A,10.1200/JCO.22.02462,https://ascopubs.org/doi/10.1200/JCO.22.02462
SS151,MMT: Mutation Testing of Java Bytecode with Model Transformation,"Bockisch, Christoph; Taentzer, Gabriele; Neufeld, Daniel",2023,2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),Semantic Scholar,String A,10.1109/MODELS-C59198.2023.00015,https://ieeexplore.ieee.org/document/10350784/
SS152,MOCK: Optimizing Kernel Fuzzing Mutation with Context-aware Dependency,"Xu, Jiacheng; Zhang, Xuhong; Ji, Shouling; Tian, Yuan; Zhao, Binbin; Wang, Qinying; Cheng, Peng; Chen, Jiming",2024,Proceedings 2024 Network and Distributed System Security Symposium,Semantic Scholar,String A,10.14722/ndss.2024.23131,https://www.ndss-symposium.org/wp-content/uploads/2024-131-paper.pdf
SS153,Modified LSHADE-SPACMA with new mutation strategy and external archive mechanism for numerical optimization and point cloud registration,"Fu, Shengwei; Ma, Chi; Li, Ke; Xie, Cankun; Fan, Qingsong; Huang, Haisong; Xie, Jiangxue; Zhang, Guozhang; Yu, Mingyang",2025,Artificial Intelligence Review,Semantic Scholar,String A,10.1007/s10462-024-11053-1,https://link.springer.com/10.1007/s10462-024-11053-1
SS154,Mokav: Execution-driven differential testing with LLMs,"Etemadi, Khashayar; Mohammadi, Bardia; Su, Zhendong; Monperrus, Martin",2025,Journal of Systems and Software,Semantic Scholar,String A,10.1016/j.jss.2025.112571,https://linkinghub.elsevier.com/retrieve/pii/S0164121225002407
SS155,MOTIF: A tool for Mutation Testing with Fuzzing,"Lee, Jaekwon; Viganò, Enrico; Pastore, Fabrizio; Briand, Lionel",2024,"2024 IEEE Conference on Software Testing, Verification and Validation (ICST)",Semantic Scholar,String A,10.1109/ICST60714.2024.00052,https://ieeexplore.ieee.org/document/10638601/
SS156,MR-Adopt: Automatic Deduction of Input Transformation Function for Metamorphic Testing,"Xu, Congying; Chen, Songqiang; Wu, Jiarong; Cheung, Shing-Chi; Terragni, Valerio; Zhu, Hengcheng; Cao, Jialun",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,Semantic Scholar,String A,10.1145/3691620.3696020,https://dl.acm.org/doi/10.1145/3691620.3696020
SS157,MR-Scout: Automated Synthesis of Metamorphic Relations from Existing Test Cases,"Xu, Congying; Terragni, Valerio; Zhu, Hengcheng; Wu, Jiarong; Cheung, Shing-Chi",2024,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3656340,https://dl.acm.org/doi/10.1145/3656340
SS158,Multi-Agent Assisted Automatic Test Generation for Java JSON Libraries,"Wang, Sinan; Zhong, Zhiyuan; Wen, Shaojin; Liu, Yepang",2025,2025 32nd Asia-Pacific Software Engineering Conference (APSEC),Semantic Scholar,String A,10.1109/APSEC66846.2025.00064,https://ieeexplore.ieee.org/document/11396608/
SS159,MultiFuzz: A Multi-Stream Fuzzer For Testing Monolithic Firmware,"Chesser, Michael; Nepal, Surya; Ranasinghe, D.",2024,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/MultiFuzz%3A-A-Multi-Stream-Fuzzer-For-Testing-Chesser-Nepal/179750858fe15eb24c74d5d452921677eec9a31f
SS160,Multi-Stage Generation of Rust Unit Tests with LLMs,"Chen, Yongqian; Zhang, Junwei; Hu, Xing; Xia, Xin",2025,2025 32nd Asia-Pacific Software Engineering Conference (APSEC),Semantic Scholar,String A,10.1109/APSEC66846.2025.00049,https://ieeexplore.ieee.org/document/11396554/
SS161,muPRL: A Mutation Testing Pipeline for Deep Reinforcement Learning based on Real Faults,"Thomas, Deepak-George; Biagiola, Matteo; Humbatova, Nargiz; Wardat, Mohammad; Jahangirova, Gunel; Rajan, Hridesh; Tonella, Paolo",2024,,Semantic Scholar,String A,10.48550/ARXIV.2408.15150,https://arxiv.org/abs/2408.15150
SS162,Mut4All: Fuzzing Compilers via LLM-Synthesized Mutators Learned from Bug Reports,"Wang, Bo; Wang, Pengyang; Chen, Chong; Deng, Ming; Shi, Jieke; Sun, Qi; Yang, Chengran; Lin, Youfang; Yang, Zhou; Chen, Junjie; Sun, Jun; Lo, David",2025,,Semantic Scholar,String A,10.48550/ARXIV.2507.19275,https://arxiv.org/abs/2507.19275
SS163,MutaBot: A Mutation Testing Approach for Chatbots,"Urrico, Michael Ferdinando; Clerissi, Diego; Mariani, Leonardo",2024,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings,Semantic Scholar,String A,10.1145/3639478.3640032,https://dl.acm.org/doi/10.1145/3639478.3640032
SS164,Mutating Matters: Analyzing the Influence of Mutation Testing in Programming Courses,"Mansur, Rifat Sabbir; Shaffer, Clifford A.; Edwards, Stephen H.",2024,Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 1,Semantic Scholar,String A,10.1145/3649165.3690110,https://dl.acm.org/doi/10.1145/3649165.3690110
SS165,Mutation analysis for evaluating code translation,"Guizzo, Giovani; Zhang, Jie M.; Sarro, Federica; Treude, Christoph; Harman, Mark",2024,Empirical Software Engineering,Semantic Scholar,String A,10.1007/s10664-023-10385-w,https://link.springer.com/10.1007/s10664-023-10385-w
