id,title,authors,year,venue,database,search_string,doi,url,source,type,openalex_id,v1_decision,v1_reason,reviewer,v2_decision,v2_reason
GS059,An Empirical Study on JUnit Test Amplification,DO Owuor,2025,,Google Scholar,String A,,https://search.proquest.com/openview/b6e79004f126a412c3da69e3910b5434/1?pq-origsite=gscholar&cbl=18750&diss=y,search.proquest.com,ARTICLE,,UNSURE,"EC5 check needed: metadata is relevant enough to inspect, but source may require access verification at full-text screening.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS061,UAgent: Adversarial Co-evolution for Targeted Bug Revelation in Unit Testing,"Y Fu, Y Zhang",2025,Proceedings of the 2025 Workshop on Recent …,Google Scholar,String A,10.1145/3733821.3763027,https://dl.acm.org/doi/abs/10.1145/3733821.3763027,dl.acm.org,ARTICLE,https://openalex.org/W4416164608,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS063,A Systematic Approach for Assessing Large Language Models’ Test Case Generation Capability,"HF Chang, M Shokrolah Shirazi",2025,Software,Google Scholar,String A,10.3390/software4010005,https://www.mdpi.com/2674-113X/4/1/5,mdpi.com,HTML,https://openalex.org/W4408290845,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS065,IntelliUnitGen: A Unit Test Case Generation Framework Based on the Integration of Static Analysis and Prompt Learning,"Z Yang, L Wang",2025,IEEE Access,Google Scholar,String A,10.1109/access.2025.3615990,https://ieeexplore.ieee.org/abstract/document/11184836/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4414647329,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS066,Evaluating the Effectiveness of LLM-Generated Unit Tests in the Context of Industrial DBMS,V Bekmyradov,2026,Cologne Open Science (TH Köln),Google Scholar,String A,10.57684/cos-1441,https://cos.bibl.th-koeln.de/files/1441/bekm26c.pdf,cos.bibl.th-koeln.de,PDF,https://openalex.org/W7154343473,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS067,ASTER: Natural and Multi-Language Unit Test Generation with LLMs,"R Pan, M Kim, R Krishna, R Pavuluri…",2025,2025 IEEE/ACM 47th …,Google Scholar,String A,10.1109/icse-seip66354.2025.00042,https://ieeexplore.ieee.org/abstract/document/11121720/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4413360274,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS069,Evaluating large language models for the generation of unit tests with equivalence partitions and boundary values,"M Rodríguez, G Rossi, A Fernandez",2025,"… on Cloud Computing, Big Data & …",Google Scholar,String A,10.1007/978-3-032-06336-6_4,https://link.springer.com/chapter/10.1007/978-3-032-06336-6_4,Springer,ARTICLE,,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS070,"Python Unit Tests Generation: A comparative Study on Claude Code, Cursor, GitHub Copilot and Amazon Q","M Hassan, Z Liu, B Wang, B Li, J Wang",2026,"Cursor, GitHub Copilot and …",Google Scholar,String A,10.2139/ssrn.6507134,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6507134,papers.ssrn.com,ARTICLE,https://openalex.org/W7147327969,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS076,A Logic-Guided and Explainable Approach to LLM-Based Unit Test Generation,"C Zeng, M Li, F Liu, X Yang, J Liu, S Yan",2026,Applied Sciences,Google Scholar,String A,10.3390/app16052542,https://www.mdpi.com/2076-3417/16/5/2542,mdpi.com,HTML,https://openalex.org/W7134061324,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS077,Seed&amp;Steer: Guiding Large Language Models with Compilable Prefix and Branch Signals for Unit Test Generation,"S Zhou, Z Zeng, X Zhou, R Xie, S Zhang…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2507.17271,https://arxiv.org/abs/2507.17271,arxiv.org,ARTICLE,https://openalex.org/W4414879538,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS078,Large language models for unit test generation in React Native TypeScript components,"E Borgström, R Bergvall",2024,,Google Scholar,String A,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1869379,diva-portal.org,ARTICLE,,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS080,Prompt engineering in LLMs for automated unit test generation: A large-scale study,"WC Ouédraogo, AK Kaboré, Y Li, H Tian…",2026,Empirical Software …,Google Scholar,String A,10.1007/s10664-026-10840-4,https://link.springer.com/article/10.1007/s10664-026-10840-4,Springer,ARTICLE,https://openalex.org/W7142196394,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,INCLUDE,Included after V2 because the paper is a primary LLM-based unit test generation/evaluation study and provides extractable numeric evidence for the evidence table.
GS081,MultiFileTest: A Multi-File-Level LLM Unit Test Generation Benchmark and Impact of Error Fixing Mechanisms,"Y Wang, C Xia, W Zhao, J Du, C Miao, Z Deng…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2502.06556,https://arxiv.org/abs/2502.06556,arxiv.org,ARTICLE,https://openalex.org/W4407359146,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS082,CubeTesterAI: Automated JUnit Test Generation Using the LLaMA Model,"D Gorla, S Kumar, PNR Lorenzini…",2025,2025 IEEE Conference …,Google Scholar,String A,10.1109/icst62969.2025.10988978,https://ieeexplore.ieee.org/abstract/document/10988978/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410537906,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS083,UT-Evolve: AN EVOLUTIONARY AGENT FOR UNIT TEST WRITING,"A Lalan, R Ghosh, D Dutta",,Workshop on Multi-Agent Learning and Its …,Google Scholar,String A,,https://openreview.net/forum?id=cGsQriixUP,openreview.net,ARTICLE,,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS084,HITS: High-coverage LLM-based Unit Test Generation via Method Slicing,"Z Wang, K Liu, G Li, Z Jin",2024,Proceedings of the 39th IEEE/ACM …,Google Scholar,String A,10.1145/3691620.3695501,https://dl.acm.org/doi/abs/10.1145/3691620.3695501,dl.acm.org,ARTICLE,https://openalex.org/W4403536388,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS086,A System for Automated Unit Test Generation using Large Language Models and Assessment of Generated Test Suites,"A Lops, F Narducci, A Ragone, M Trizio…",2025,… on Software Testing …,Google Scholar,String A,10.1109/icstw64639.2025.10962454,https://ieeexplore.ieee.org/abstract/document/10962454/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4409496087,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS087,AI-Based Unit Test Framework for C Code With Large Language Models,"CW Hsu, WE Wong, Z Chen…",2025,2025 12th International …,Google Scholar,String A,10.1109/dsa66321.2025.00019,https://ieeexplore.ieee.org/abstract/document/11320402/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7123352531,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS089,LLMs for Automated Unit Test Generation and Assessment in Java: The AgoneTest Framework,"A Lops, F Narducci, A Ragone, M Trizio…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2511.20403,https://arxiv.org/abs/2511.20403,arxiv.org,ARTICLE,https://openalex.org/W7106815900,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,INCLUDE,Included after full-text retrieval: provides class-level unit test generation and assessment metrics (branch coverage and mutation score) on the Classes2Test Java dataset, with gpt-4o-mini achieving 41.9% branch coverage and 44.5% mutation score in zero-shot settings.
GS090,Stateful Multi-Agent Evolutionary Search for Unit Test Generation,"A Lalan, R Ghosh, A Kolsur, D Dutta",,openreview.net,Google Scholar,String A,,https://openreview.net/forum?id=KgYsCrPMJU,,ARTICLE,,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS091,Generate High-Coverage Unit Test Data Using the LLM Tool,"QC Nguyen, TBN Do",2024,International Journal of Innovative Technology and Exploring Engineering,Google Scholar,String A,10.35940/ijitee.l9996.13121124,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5024683,papers.ssrn.com,ARTICLE,https://openalex.org/W4404763109,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS096,Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large Language Models,"D Liao, X Yin, S Pan, C Ni, Z Xing, X Sun",2025,arXiv preprint arXiv:2509.23812,Google Scholar,String A,10.48550/arxiv.2509.23812,https://arxiv.org/abs/2509.23812,arxiv.org,ARTICLE,https://openalex.org/W4415334815,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS100,Comprehensibility of Editor-Integrated LLM-Generated Unit Tests,"F Björk, J Lindh",2024,,Google Scholar,String A,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1882328,diva-portal.org,ARTICLE,,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS101,Less Is More: Failing Test Generation with Large Language Models,"TO Li, X Yan, W Zong, Y Wang, H Tian, C Xu…",2026,ACM Transactions on …,Google Scholar,String A,10.1145/3793675,https://dl.acm.org/doi/abs/10.1145/3793675,dl.acm.org,ARTICLE,https://openalex.org/W7127597825,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS102,"Unify and Triumph: Polyglot, Diverse, and Self-Consistent Generation of Unit Tests with LLMs","DE Khelladi, C Reux, M Acher",2025,arXiv preprint arXiv:2503.16144,Google Scholar,String A,10.48550/arxiv.2503.16144,https://arxiv.org/abs/2503.16144,arxiv.org,ARTICLE,https://openalex.org/W4415288779,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS104,Harnessing Large Language Models for Automated Software Testing: A Leap Towards Scalable Test Case Generation,"S Rehan, B Al-Bander, A Al-Said Ahmad",2025,Electronics,Google Scholar,String A,10.3390/electronics14071463,https://www.mdpi.com/2079-9292/14/7/1463,mdpi.com,HTML,https://openalex.org/W4409163756,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS106,Unit Testing Past vs. Present: Examining LLMs' Impact on Defect Detection and Efficiency,"R Ramler, P Straubinger, R Plösch…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2502.09801,https://arxiv.org/abs/2502.09801,arxiv.org,ARTICLE,https://openalex.org/W4407632336,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS107,Comparative Analysis of Conventional Approaches and AI-Powered Tools for Unit Testing within Web Application Development,"EA Issawi, OA Hajjouz",2024,LU-CS-EX,Google Scholar,String A,,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9169902&fileOId=9169905,lup.lub.lu.se,PDF,,UNSURE,IC3/IC4 possible: unit-test generation title uses AI/prompt terminology but does not explicitly name LLM; verify technique in full text.,Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS108,Poster: Unit Testing Past vs. Present: Examining LLMs' Impact on Defect Detection and Efficiency,"R Ramler, P Straubinger, R Plösch…",2025,2025 IEEE Conference …,Google Scholar,String A,10.1109/icst62969.2025.10988960,https://ieeexplore.ieee.org/abstract/document/10988960/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410538162,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS110,SGTest: A Semantics-Guided Framework for LLM-Driven Unit Test Generation,"C Lin, L Cheng, J Wu, X Zhang",2025,ksiresearch.org,Google Scholar,String A,10.18293/seke2025-043,https://ksiresearch.org/seke/seke25paper/paper043.pdf,,PDF,https://openalex.org/W4415413145,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS112,Developer vs. DSpot vs. ChatGPT: A Comparative Study of JUnit Test Amplification,"DO Owuor, AK Jha",,hifromajay.github.io,Google Scholar,String A,,https://hifromajay.github.io/papers/icst2026.pdf,,PDF,,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS114,Unit Test Update through LLM-Driven Context Collection and Error-Type-Aware Refinement,"Y Zhang, Z Yang, S Pan, Z Liu",2025,arXiv preprint arXiv:2509.24419,Google Scholar,String A,10.1109/ase63991.2025.00206,https://arxiv.org/abs/2509.24419,arxiv.org,ARTICLE,https://openalex.org/W7125959332,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS117,Type-aware LLM-based Regression Test Generation for Python Programs,"R Liu, Z Zhang, Y Hu, Y Lin, X Gao, H Sun",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2503.14000,https://arxiv.org/abs/2503.14000,arxiv.org,ARTICLE,https://openalex.org/W4416245459,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS118,Automated Unit Test Improvement using Large Language Models at Meta,"N Alshahwan, J Chheda, A Finogenova…",2024,… Proceedings of the …,Google Scholar,String A,10.1145/3663529.3663839,https://dl.acm.org/doi/abs/10.1145/3663529.3663839,dl.acm.org,ARTICLE,https://openalex.org/W4400484796,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,INCLUDE,Included after V2 because the paper is a primary LLM-based unit test generation/evaluation study and provides extractable numeric evidence for the evidence table.
GS120,DiffTester: Accelerating Unit Test Generation for Diffusion LLMs via Repetitive Pattern,"L Yang, Y Liu, Y Zhang, J Li",2025,arXiv preprint arXiv:2509.24975,Google Scholar,String A,,https://arxiv.org/abs/2509.24975,arxiv.org,ARTICLE,,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS122,AgentTester: An LLM-Based Tool for Unit Test Generation with Automatically Generated Prompts,"H Chen, K Chen, F Zhang, T Wang, L Cheng",2025,International Conference on …,Google Scholar,String A,10.1007/978-981-95-0011-6_10,https://link.springer.com/chapter/10.1007/978-981-95-0011-6_10,Springer,ARTICLE,https://openalex.org/W4412909574,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS124,Can Test Generation and Program Repair Inform Automated Assessment of Programming Projects?,"R Gu, JM Rojas, D Shin",2025,2025 IEEE Conference on Software …,Google Scholar,String A,10.1109/icst62969.2025.10988955,https://ieeexplore.ieee.org/abstract/document/10988955/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410536331,UNSURE,IC3/IC4 possible: unit-test generation title uses AI/prompt terminology but does not explicitly name LLM; verify technique in full text.,Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS129,BenjiTest: An Agentic Framework for Evaluating LLM-Based Unit Test Generation and Correction,"A Lops, A Ragone, M Di Penta, M Trizio…",2026,Available at SSRN …,Google Scholar,String A,10.2139/ssrn.6843084,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6843083,papers.ssrn.com,ARTICLE,https://openalex.org/W7162627063,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS131,"TestForge: Feedback-Driven, Agentic Test Suite Generation","K Jain, CL Goues",2025,arXiv preprint arXiv:2503.14713,Google Scholar,String A,10.48550/arxiv.2503.14713,https://arxiv.org/abs/2503.14713,arxiv.org,ARTICLE,https://openalex.org/W4414901604,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS133,Using GitHub Copilot for Test Generation in Python: An Empirical Study,"K El Haji, C Brandt, A Zaidman",2024,Proceedings of the 5th ACM/IEEE …,Google Scholar,String A,10.1145/3644032.3644443,https://dl.acm.org/doi/abs/10.1145/3644032.3644443,dl.acm.org,ARTICLE,https://openalex.org/W4399491517,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS137,TestExplora: Benchmarking LLMs for Proactive Bug Discovery via Repository-Level Test Generation,"S Liu, J Luo, X Zhang, A Liu, H Liu, J Wu…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2602.10471,arxiv.org,ARTICLE,https://openalex.org/W7128745256,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS138,LLM-based Unit Test Generation via Property Retrieval,"Z Zhang, X Liu, Y Lin, X Gao, H Sun, Y Yuan",2024,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2410.13542,https://arxiv.org/abs/2410.13542,arxiv.org,ARTICLE,https://openalex.org/W4403579820,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS140,AutoTestX: Dependable Test Generation with Open-Source LLMs via Multi-Agent Orchestration,"Y KIM, G Yang",2025,Available at SSRN 5818317,Google Scholar,String A,10.2139/ssrn.5818317,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5818317,papers.ssrn.com,ARTICLE,https://openalex.org/W7106820979,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS142,Leveraging Long Method Decomposition to Improve Large Language Model-Based Test Case Generation,"R Qi, Z Shen, Y Li",2025,"… on Systems, Man, and Cybernetics (SMC)",Google Scholar,String A,10.1109/smc58881.2025.11343523,https://ieeexplore.ieee.org/abstract/document/11343523/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7125949943,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS143,Mutant-Driven Test Generation for Ethereum Smart Contracts via LLMs,"M Barboni, F Lampa, A Morichetta…",2025,2025 IEEE …,Google Scholar,String A,10.1109/aitest66680.2025.00033,https://ieeexplore.ieee.org/abstract/document/11127247/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4413319805,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS149,Hallucination to Consensus: Multi-Agent LLMs for End-to-End JUnit Test Generation,"Q Xu, G Wang, L Briand, K Liu",2026,ACM Transactions on Software …,Google Scholar,String A,10.1145/3803418,https://dl.acm.org/doi/abs/10.1145/3803418,dl.acm.org,ARTICLE,https://openalex.org/W4414430094,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS151,MAGISTER: LLM-Based Test Generation with Role-Specialized Agents,"A Ahammad, M El Bajta…",2025,… Conference on Intelligent …,Google Scholar,String A,10.1109/sita67914.2025.11273637,https://ieeexplore.ieee.org/abstract/document/11273637/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4417170063,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS154,Enhancing llm's ability to generate more repository-aware unit tests through precise contextual information injection,"X Yin, C Ni, X Li, L Chen, G Ma, X Yang",2025,arXiv preprint arXiv:2501.07425,Google Scholar,String A,,https://arxiv.org/abs/2501.07425,arxiv.org,ARTICLE,,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS156,Planning to Explore: Curiosity-Driven Planning for LLM Test Generation,"A Amayuelas, F Laakom, P Piękos, W Wang…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2604.05159,arxiv.org,ARTICLE,https://openalex.org/W7152934032,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
