id,title,authors,year,venue,database,search_string,doi,url,abstract,notes
GS033,CubeTesterAI: Automated JUnit Test Generation Using the LLaMA Model,"D Gorla, S Kumar, PNR Lorenzini...",2025,... on Software Testing ...,Google Scholar,String B,10.1109/icst62969.2025.10988978,https://ieeexplore.ieee.org/abstract/document/10988978/,"This paper presents an approach to automating JUnit test generation for Java applications using the Spring Boot framework, leveraging the LLaMA (Large Language Model Architecture) model to enhance the efficiency and accuracy of the testing process. The resulting tool, called CubeTesterAI, includes a user-friendly web interface and the integration of a CI/CD pipeline using GitLab and Docker. These components streamline the automated test generation process, allowing developers to generate JUnit tests directly from their code snippets with minimal manual intervention. The final implementation executes the LLaMA models through RunPod, an online GPU service, which also enhances the privacy of our tool. Using the advanced natural language processing capabilities of the LLaMA model, CubeTesterAI is able to generate test cases that provide high code coverage and accurate validation of software functionalities in Java-based Spring Boot applications. Furthermore, it efficiently manages resource-intensive operations and refines the generated tests to address common issues like missing imports and handling of private methods. By comparing CubeTesterAI with some state-of-the-art tools, we show that our proposal consistently demonstrates competitive and, in many cases, better performance in terms of code coverage in different real-life Java programs.",Selected from String B; resultIndex=23; source=ieeexplore.ieee.org; type=ARTICLE; cid=UpUp07SdMYMJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=CubeTesterAI: Automated JUnit Test Generation Using the LLaMA Model
GS034,Chatunitest: A framework for llm-based test generation,"Y Chen, Z Hu, C Zhi, J Han, S Deng, J Yin",2024,Companion Proceedings of ...,Google Scholar,String B,10.1145/3663529.3663801,https://dl.acm.org/doi/abs/10.1145/3663529.3663801,"Unit testing is an essential yet frequently arduous task. Various automated unit test generation tools have been introduced to mitigate this challenge. Notably, methods based on large language models (LLMs) have garnered considerable attention and exhibited promising results in recent years. Nevertheless, LLM-based tools encounter limitations in generating accurate unit tests. This paper presents ChatUniTest, an LLM-based automated unit test generation framework. ChatUniTest incorporates an adaptive focal context mechanism to encompass valuable context in prompts and adheres to a generation-validation-repair mechanism to rectify errors in generated unit tests. Subsequently, we have developed ChatUniTest Core, a common library that implements core workflow, complemented by the ChatUniTest Toolchain, a suite of seamlessly integrated tools enhancing the capabilities of ChatUniTest. Our effectiveness evaluation reveals that ChatUniTest outperforms TestSpark and EvoSuite in half of the evaluated projects, achieving the highest overall line coverage. Furthermore, insights from our user study affirm that ChatUniTest delivers substantial value to various stakeholders in the software testing domain. ChatUniTest is available at https://github.com/ZJU-ACES-ISE/ChatUniTest, and the demo video is available at https://www.youtube.com/watch?v=GmfxQUqm2ZQ.",Selected from String B; resultIndex=26; source=dl.acm.org; type=ARTICLE; cid=hJZayjDK0aMJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=ChatUniTest: A Framework for LLM-Based Test Generation
GS035,Acceptance test generation with large language models: An industrial case study,"M Ferreira, L Viegas, JP Faria...",2025,... of Software Test (AST),Google Scholar,String B,10.1109/ast66626.2025.00007,https://ieeexplore.ieee.org/abstract/document/11081451/,"Large language model (LLM)-powered assistants are increasingly used for generating program code and unit tests, but their application in acceptance testing remains underexplored. To help address this gap, this paper explores the use of LLMs for generating executable acceptance tests for web applications through a two-step process: (i) generating acceptance test scenarios in natural language (in Gherkin) from user stories, and (ii) converting these scenarios into executable test scripts (in Cypress), knowing the HTML code of the pages under test. This two-step approach supports acceptance test-driven development, enhances tester control, and improves test quality. The two steps were implemented in the AutoUAT and Test Flow tools, respectively, powered by GPT-4 Turbo, and integrated into a partner company's workflow and evaluated on real-world projects. The users found the acceptance test scenarios generated by AutoUAT helpful 95% of the time, even revealing previously overlooked cases. Regarding Test Flow, 92% of the acceptance test cases generated by Test Flow were considered helpful: 60% were usable as generated, 8% required minor fixes, and 24% needed to be regenerated with additional inputs; the remaining 8% were discarded due to major issues. These results suggest that LLMs can, in fact, help improve the acceptance test process, with appropriate tooling and supervision.",Selected from String B; resultIndex=27; source=ieeexplore.ieee.org; type=ARTICLE; cid=ezY_SS8qDsMJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Acceptance Test Generation with Large Language Models: An Industrial Case Study
GS036,Reinforcement learning from automatic feedback for high-quality unit test generation,"B Steenhoek, M Tufano, N Sundaresan...",2025,... Testing and Testing ...,Google Scholar,String B,10.1109/deeptest66595.2025.00011,https://ieeexplore.ieee.org/abstract/document/11026897/,"Software testing is a crucial but time-consuming aspect of software development, and recently, Large Language Models (LLMs) have gained popularity for automated test case generation. However, because LLMs are trained on vast amounts of open-source code, they often generate test cases that do not adhere to best practices and may even contain test smells (anti-patterns). To address this issue, we propose Reinforcement Learning from Static Quality Metrics (RLSQM), wherein we utilize Reinforcement Learning to generate high-quality unit tests based on static analysis-based quality metrics. First, we analyzed LLM-generated tests and show that LLMs frequently do generate undesirable test smells - up to 37% of the time. Then, we implemented lightweight static analysis-based reward model and trained LLMs using this reward model to optimize for five code quality metrics. Our experimental results demonstrate that the RL-optimized Codex model consistently generated higher-quality test cases than the base LLM, improving quality metrics by up to 23%, and generated nearly 100% syntactically-correct code. RLSQM also outperformed GPT-4 on all code quality metrics, in spite of training a substantially cheaper Codex model. We provide insights into how reliably utilize RL to improve test generation quality and show that RLSQM is a significant step towards enhancing the overall efficiency and reliability of automated software testing. Our data are available at this link: https://doi.org/10.6084/m9.figshare.25983166.",Selected from String B; resultIndex=28; source=ieeexplore.ieee.org; type=ARTICLE; cid=qYTcpbR7QQkJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Reinforcement Learning from Automatic Feedback for High-Quality Unit Test Generation
GS037,Automated test case generation from software requirements using ChatGPT: A comparison of generative methods in black-box unit testing,"A Andersson, A Malmeling",2024,N/A,Google Scholar,String B,,https://www.diva-portal.org/smash/get/diva2:1917788/FULLTEXT01.pdf,,Selected from String B; resultIndex=29; source=diva-portal.org; type=PDF; cid=b8zK6xa8iccJ; abstract_source=not_found_or_uncertain; openalex_match_score=0.08
GS038,Java unit testing with ai: An ai-driven prototype for unit test generation,"K Kahur, J Su",2023,N/A,Google Scholar,String B,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1778114,,Selected from String B; resultIndex=30; source=diva-portal.org; type=ARTICLE; cid=FZtzb1bnJS8J; abstract_source=not_found_or_uncertain; openalex_match_score=0.00
GS039,An empirical study of unit test generation with large language models,"L Yang, C Yang, S Gao, W Wang, B Wang, Q Zhu...",2024,arXiv preprint arXiv ...,Google Scholar,String B,,N/A,,Selected from String B; resultIndex=31; source=N/A; type=CITATION; cid=jDlNXOUhLCIJ; abstract_source=not_found_or_uncertain; openalex_match_score=0.73
GS040,Automated Unit Test Generation for the Google Test Framework Using Large Language Models: An Industrial Case Study,A Lundberg,2024,N/A,Google Scholar,String B,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1884076,,Selected from String B; resultIndex=32; source=diva-portal.org; type=ARTICLE; cid=qurA5ciYJ74J; abstract_source=not_found_or_uncertain; openalex_match_score=-0.12
GS041,"Software testing with large language models: Survey, landscape, and vision","J Wang, Y Huang, C Chen, Z Liu...",2024,... on Software ...,Google Scholar,String C,10.1109/tse.2024.3368208,https://ieeexplore.ieee.org/abstract/document/10440574/,"Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 102 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing.","Selected from String C; resultIndex=1; source=ieeexplore.ieee.org; type=ARTICLE; cid=YbFEvMUKjlAJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Software Testing With Large Language Models: Survey, Landscape, and Vision"
GS042,A comprehensive study on large language models for mutation testing,"B Wang, M Chen, M Deng, Y Lin, M Harman...",2026,... on Software ...,Google Scholar,String C,10.1145/3805038,https://dl.acm.org/doi/abs/10.1145/3805038,"Large Language Models (LLMs) have recently been used to generate mutants both in the research community and in industrial practice. However, there has been no comprehensive empirical study of their performance for this increasingly important LLM-based Software Engineering application. To address this, we conduct a comprehensive empirical study evaluating both a wide range of traditional approaches and LLM-based approaches. Particularly, we evaluate BugFarm, LLMorpheus, and our newly designed prompt for mutant generation. The experiments cover both leading open- and closed-source LLMs, on 851 real bugs from two Java real-world bug benchmarks. Our results reveal that, compared to existing traditional approaches, LLMs generate more diverse mutants that are behaviorally closer to real bugs and, most importantly, achieve a 1.8 \(\times\) improvement in real bug detection, defined as the proportion of real bugs whose faulty behaviors can be mimicked by at least one generated mutant. Specifically, LLM-based approaches reach a detection rate of 77.4%, compared to 41.6% for rule-based techniques, representing an absolute gain of 35.8 percentage points. Nevertheless, our results also reveal that these impressive improvements in effectiveness come at a cost: LLM-generated mutants exhibit worse non-compilability, duplication, and equivalent mutant rates than rule-based approaches by 25.9, 7.1, and 2.6 percentage points, respectively. These findings provide actionable insights for both research and practice. They allow practitioners to have greater confidence in deploying LLM-based mutation, while researchers now have a baseline for the state-of-the-art, with which they can research techniques to further improve effectiveness and reduce cost.",Selected from String C; resultIndex=2; source=dl.acm.org; type=ARTICLE; cid=C4getLh1lkwJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=A Comprehensive Study on Large Language Models for Mutation Testing
GS043,Mutation-based consistency testing for evaluating the code understanding capability of llms,"Z Li, D Shin",2024,... on AI Engineering-Software Engineering for AI,Google Scholar,String C,10.1145/3644815.3644946,https://dl.acm.org/doi/abs/10.1145/3644815.3644946,"Large Language Models (LLMs) have shown remarkable capabilities in processing both natural and programming languages, which have enabled various applications in software engineering, such as requirement engineering, code generation, and software testing. However, existing code generation benchmarks do not necessarily assess the code understanding performance of LLMs, especially for the subtle inconsistencies that may arise between code and its semantics described in natural language.",Selected from String C; resultIndex=3; source=dl.acm.org; type=ARTICLE; cid=xLH1-gIj8DUJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs
GS044,Integration of mutation testing into unit test generation using large language models,"A Kovtko, V Savkiv, H Kozbur, I Kozbur...",2025,Proceedings of the CITI ...,Google Scholar,String C,,https://ceur-ws.org/Vol-4057/paper4.pdf,,Selected from String C; resultIndex=6; source=ceur-ws.org; type=PDF; cid=-VYWjQLx3J0J; abstract_source=not_found_or_uncertain; openalex_match_score=-0.04
GS045,Mutation testing via iterative large language model-driven scientific debugging,"P Straubinger, M Kreis, S Lukasczyk...",2025,... on Software Testing ...,Google Scholar,String C,10.1109/icstw64639.2025.10962485,https://ieeexplore.ieee.org/abstract/document/10962485/,"Large Language Models (LLMs) can generate plausible test code. Intuitively they generate this by imitating tests seen in their training data, rather than reasoning about execution semantics. However, such reasoning is important when applying mutation testing, where individual tests need to demonstrate differences in program behavior between a program and specific artificial defects (mutants). In this paper, we evaluate whether Scientific Debugging, which has been shown to help LLMs when debugging, can also help them to generate tests for mutants. In the resulting approach, LLMs form hypotheses about how to kill specific mutants, and then iteratively generate and refine tests until they succeed, all with detailed explanations for each step. We compare this method to three baselines: (1) directly asking the LLM to generate tests, (2) repeatedly querying the LLM when tests fail, and (3) search-based test generation with Pynguin. Our experiments evaluate these methods based on several factors, including mutation score, code coverage, success rate, and the ability to identify equivalent mutants. The results demonstrate that LLMs, although requiring higher computational cost, consistently outperform Pynguin in generating tests with better fault detection and coverage. Importantly, we observe that the iterative refinement of test cases is important for achieving high-quality test suites.",Selected from String C; resultIndex=7; source=ieeexplore.ieee.org; type=ARTICLE; cid=2IaLfGjxXCAJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Mutation Testing via Iterative Large Language Model-Driven Scientific Debugging
GS046,Evaluating LLM-Generated Unit Tests with Mutation Testing: ChatGPT vs DeepSeek,"PFM Cabral, JPS Arruda, CRB de Souza...",2025,... Qualidade de Software ...,Google Scholar,String C,10.5753/sbqs.2025.13792,https://sol.sbc.org.br/index.php/sbqs/article/view/39001,"Recent advances in Large Language Models (LLMs) have driven significant progress in automating software testing, particularly in generating unit tests. However, the effectiveness of these models in detecting real defects through mutation testing remains underexplored in the literature. This study aims to address this gap by evaluating the performance of ChatGPT (GPT-4o) and DeepSeek V3 in generating unit tests for six Java classes from the Defects4J dataset, covering different levels of cyclomatic complexity. The main objective is to investigate the ability of LLMs to maximize mutant coverage and elimination, while also analyzing the impact of code complexity and semantic factors related to execution failures. The methodology involved generating tests via structured prompts, executing them 5 times per class for both models, and performing quantitative analysis based on Mutation Coverage (MC) and Mutation Score (MS), as well as qualitative analysis of runtime failures. Results indicate that DeepSeek exhibits greater stability and effectiveness in eliminating mutants, whereas ChatGPT demonstrates broader applicability by producing valid test suites for a wider range of classes. Moreover, no significant correlation was found between cyclomatic complexity and compilation success, with failures primarily linked to semantic limitations of the models. This study presents both quantitative and qualitative evidence on the application of LLMs for automated test generation, offering insights for future AI-driven test engineering strategies.",Selected from String C; resultIndex=8; source=sol.sbc.org.br; type=ARTICLE; cid=uo0PbhTi4okJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Evaluating LLM-Generated Unit Tests with Mutation Testing: ChatGPT vs DeepSeek
GS047,Exploring Test Suite Coverage of Large Language Model-Enhanced Unit Test Generation,A Dragoi,2024,N/A,Google Scholar,String C,,https://repository.tudelft.nl/file/File_51e9ae71-24e0-4eed-be48-0b7728d17d71,,Selected from String C; resultIndex=9; source=repository.tudelft.nl; type=PDF; cid=yKynFURvHGoJ; abstract_source=not_found_or_uncertain; openalex_match_score=-0.12
GS048,On the Use of Large Language Models in Mutation Testing,"BO WANG, M CHEN, Y LIN, M PAPADAKIS, J ZHANG",2024,arXiv preprint arXiv ...,Google Scholar,String C,,N/A,,Selected from String C; resultIndex=11; source=N/A; type=CITATION; cid=jOfa-Hym1_cJ; abstract_source=not_found_or_uncertain; openalex_match_score=0.71
GS049,Large language models and software testing,M Dewey,2024,N/A,Google Scholar,String C,10.1016/j.csi.2024.103942,https://scholar.sun.ac.za/server/api/core/bitstreams/ed3a0d90-749c-420d-9d25-a8909f8ad192/content,"- We present a new evaluation framework for testing the capabilities of LLMs , using manual testing as a benchmark to assess different LLMs. This approach avoids the potential reliance on existing test sets that may be part of LLM training data , ensuring a more reliable evaluation of their generalization capabilities. - We utilize third-party open-source software for LLM testing evaluation, ensuring bug reproducibility and simulating the real-world application of LLMs in software testing, thus enabling more objective evaluations. - We evaluate different LLMs from multiple perspectives and discuss practical strategies for implementing LLM-driven testing effectively. - We propose the follow-up question method for LLM-driven testing, which shows promise in enhancing the abilities of LLMs to detect bugs and defects in program code. Large language models (LLMs) have demonstrated significant prowess in code analysis and natural language processing, making them highly valuable for software testing. This paper conducts a comprehensive evaluation of LLMs applied to software testing, with a particular emphasis on test case generation, error tracing, and bug localization across twelve open-source projects. The advantages and limitations, as well as recommendations associated with utilizing LLMs for these tasks, are delineated. Furthermore, we delve into the phenomenon of hallucination in LLMs, examining its impact on software testing processes and presenting solutions to mitigate its effects. The findings of this work contribute to a deeper understanding of integrating LLMs into software testing, providing insights that pave the way for enhanced effectiveness in the field.",Selected from String C; resultIndex=12; source=scholar.sun.ac.za; type=PDF; cid=M_Ok4wXQjKIJ; abstract_source=OpenAlex; openalex_match_score=0.83; openalex_title=Evaluating large language models for software testing
GS050,Llmorpheus: Mutation testing using large language models,"F Tip, J Bell, M Schäfer",2025,IEEE Transactions on Software ...,Google Scholar,String C,10.1109/tse.2025.3562025,https://ieeexplore.ieee.org/abstract/document/10977824/,"In mutation testing, the quality of a test suite is evaluated by introducing faults into a program and determining whether the program's tests detect them. Most existing approaches for mutation testing involve the application of a fixed set of mutation operators, e.g., replacing a “+” with a “-”, or removing a function's body. However, certain types of real-world bugs cannot easily be simulated by such approaches, limiting their effectiveness. This paper presents a technique for mutation testing where placeholders are introduced at designated locations in a program's source code and where a Large Language Model (LLM) is prompted to ask what they could be replaced with. The technique is implemented in LLMorpheus , a mutation testing tool for JavaScript, and evaluated on 13 subject packages, considering several variations on the prompting strategy, and using several LLMs. We find LLMorpheus to be capable of producing mutants that resemble existing bugs that cannot be produced by StrykerJS , a state-of-the-art mutation testing tool. Moreover, we report on the running time, cost, and number of mutants produced by LLMorpheus , demonstrating its practicality.",Selected from String C; resultIndex=14; source=ieeexplore.ieee.org; type=ARTICLE; cid=WZyleem3Q3sJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=LLMorpheus: Mutation Testing Using Large Language Models
GS051,An exploratory study on using large language models for mutation testing,"B Wang, M Chen, Y Lin, M Papadakis, JM Zhang",2024,arXiv preprint arXiv:2406.09843,Google Scholar,String C,,N/A,,Selected from String C; resultIndex=16; source=N/A; type=CITATION; cid=4DBL2a0bkLEJ; abstract_source=not_found_or_uncertain; openalex_match_score=0.21
GS052,Exploiting Test Structure to Enhance Language Models for Software Testing,K Jain,2025,N/A,Google Scholar,String C,,http://reports-archive.adm.cs.cmu.edu/anon/anon/home/ftp/usr0/ftp/s3d2025/CMU-S3D-25-100.pdf,,Selected from String C; resultIndex=19; source=reports-archive.adm.cs.cmu.edu; type=PDF; cid=LTEZc8IRMtQJ; abstract_source=not_found_or_uncertain; openalex_match_score=0.00
GS053,An LLM-based framework for automated Python test generation and mutation testing evaluation,"S Nafis, AA Walid, AS Anuja",2025,N/A,Google Scholar,String C,,https://dspace.bracu.ac.bd/xmlui/handle/10361/26750,,Selected from String C; resultIndex=20; source=dspace.bracu.ac.bd; type=ARTICLE; cid=IatK_IIp6NQJ; abstract_source=not_found_or_uncertain; openalex_match_score=0.00
GS054,Mutation-guided llm-based test generation at meta,"M Harman, J Ritchey, I Harper, S Sengupta...",2025,... of Software ...,Google Scholar,String C,10.1145/3696630.3728544,https://dl.acm.org/doi/abs/10.1145/3696630.3728544,,Selected from String C; resultIndex=22; source=dl.acm.org; type=ARTICLE; cid=KB9ka6fAI48J; abstract_source=not_found_or_uncertain; openalex_match_score=1.00
GS055,GEM: A Framework for Strengthening LLM-Generated Unit Tests Using Mutation Feedback,"A Celik, QH Mahmoud",2026,... Ibero-Americano em Engenharia de Software ...,Google Scholar,String C,10.5753/cibse.2026.42441,https://sol.sbc.org.br/index.php/cibse/article/view/42441,"Large Language Models (LLMs) are increasingly used for automated unit test generation and can produce executable tests with substantial structural coverage. However, recent empirical studies indicate that such tests often rely on weak or superficial assertions, leading to limited fault-detection capability despite extensive code coverage. This paper introduces GEM (Generate-Execute-Mutate), an automated framework that systematically strengthens test oracles to improve the mutation-based adequacy of LLM-generated unit tests. GEM integrates three stages into a unified pipeline: LLM-based test synthesis, execution-driven self-repair of failing tests, and mutation-guided oracle refinement. The framework follows a modular hexagonal architecture and supports multiple programming languages through pluggable adapters for test execution, coverage analysis, and mutation testing. GEM was evaluated on three established benchmarks across Python, Java, and C++, using multiple state-of-the-art LLMs, and was compared with the automated testing tool Pynguin. Experimental results reveal a persistent gap between coverage and mutation score in baseline LLM-generated tests. Under the evaluated setup, mutation-guided strengthening improved mutation scores on Python and yielded smaller gains on Java, while execution-driven self-repair improved executability across several model and dataset settings.",Selected from String C; resultIndex=24; source=sol.sbc.org.br; type=ARTICLE; cid=9EqMRq3ItgUJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=GEM: A Framework for Strengthening LLM-Generated Unit Tests Using Mutation Feedback
GS056,Effectiveness of software testing suites in regards to a microservice environment: Using mutation testing to analyze and evaluate unit testing in a software development ...,A Ärnbäck,2025,N/A,Google Scholar,String C,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1948932,,Selected from String C; resultIndex=25; source=diva-portal.org; type=ARTICLE; cid=EovC32fazb8J; abstract_source=not_found_or_uncertain; openalex_match_score=0.00
GS057,Test vs Mutant: Adversarial LLM Agents for Robust Unit Test Generation,"P Chang, Y Fang, S Chen, Y Shi, B Shen...",2026,arXiv preprint arXiv ...,Google Scholar,String C,10.48550/arXiv.2602.08146,https://arxiv.org/abs/2602.08146,"Software testing is a critical, yet resource-intensive phase of the software development lifecycle. Over the years, various automated tools have been developed to aid in this process. Search-based approaches typically achieve high coverage but produce tests with low readability, whereas large language model (LLM)-based methods generate more human-readable tests but often suffer from low coverage and compilability. While the majority of research efforts have focused on improving test coverage and readability, little attention has been paid to enhancing the robustness of bug detection, particularly in exposing corner cases and vulnerable execution paths. To address this gap, we propose AdverTest, a novel adversarial framework for LLM-powered test case generation. AdverTest comprises two interacting agents: a test case generation agent (T) and a mutant generation agent (M). These agents engage in an adversarial loop, where M persistently creates new mutants ""hacking"" the blind spots of T's current test suite, while T iteratively refines its test cases to ""kill"" the challenging mutants produced by M. This interaction loop is guided by both coverage and mutation scores, enabling the system to co-evolve toward both high test coverage and bug detection capability. Experimental results in the Defects4J dataset show that our approach improves fault detection rates by 8.56% over the best existing LLM-based methods and by 63.30% over EvoSuite, while also improving line and branch coverage.",Selected from String C; resultIndex=27; source=arxiv.org; type=ARTICLE; cid=L43l0RVMdlEJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Test vs Mutant: Adversarial LLM Agents for Robust Unit Test Generation
GS058,Mutation Testing of Simulink Models using Large Language Models,J Zhang,2024,N/A,Google Scholar,String C,,https://ruor.uottawa.ca/items/3265de74-b6b3-42c1-823e-7484071110c8,,Selected from String C; resultIndex=28; source=ruor.uottawa.ca; type=ARTICLE; cid=gViET-PyRpUJ; abstract_source=not_found_or_uncertain; openalex_match_score=-0.01
GS059,Advancing code coverage: Incorporating program analysis with large language models,"C Yang, J Chen, B Lin, Z Wang, J Zhou",2026,ACM Transactions on Software ...,Google Scholar,String C,10.1145/3748505,https://dl.acm.org/doi/abs/10.1145/3748505,"Automatic test generation plays a critical role in software quality assurance. While the recent advances in Search-Based Software Testing (SBST) and Large Language Models (LLMs) have shown promise in generating useful tests, these techniques still struggle to cover certain branches. Reaching these hard-to-cover branches usually requires constructing complex objects and resolving intricate inter-procedural dependencies in branch conditions, which poses significant challenges for existing techniques. In this work, we propose TELPA, a novel technique aimed at addressing these challenges. Its key insight lies in extracting real usage scenarios of the target method under test to learn how to construct complex objects and extracting methods entailing inter-procedural dependencies with hard-to-cover branches to learn the semantics of branch constraints. To enhance efficiency and effectiveness, TELPA identifies a set of ineffective tests as counter-examples for LLMs and employs a feedback-based process to iteratively refine these counter-examples. Then, TELPA integrates program analysis results and counter-examples into the prompt, guiding LLMs to gain deeper understandings of the semantics of the target method and generate diverse tests that can reach the hard-to-cover branches. Our experimental results on 27 open-source Python projects demonstrate that TELPA significantly outperforms the state-of-the-art SBST and LLM-enhanced techniques, achieving an average improvement of 34.10% and 25.93% in terms of branch coverage.",Selected from String C; resultIndex=29; source=dl.acm.org; type=ARTICLE; cid=QNHQ9aUt9P8J; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Advancing Code Coverage: Incorporating Program Analysis with Large Language Models
GS060,Intent-Based Mutation Testing: From Naturally Written Programming Intents to Mutants,"A Hamidi, A Khanfir...",2025,... on Software Testing ...,Google Scholar,String C,10.1109/icstw64639.2025.10962508,https://ieeexplore.ieee.org/abstract/document/10962508/,"This paper presents intent-based mutation testing, a testing approach that generates mutations by changing the programming intents that are implemented in the programs under test. In contrast to traditional mutation testing, which changes (mutates) the way programs are written, intent mutation changes (mutates) the behavior of the programs by producing mutations that implement (slightly) different intents than those implemented in the original program. The mutations of the programming intents represent possible corner cases and misunderstandings of the program behavior, i.e., program specifications, and thus can capture different classes of faults than traditional (syntax-based) mutation. Moreover, since programming intents can be implemented in different ways, intent-based mutation testing can generate diverse and complex mutations that are close to the original programming intents (specifications) and thus direct testing towards the intent variants of the program behavior/specifications. We implement intent-based mutation testing using Large Language Models (LLMs) that mutate programming intents and transform them into mutants. We evaluate intent-based mutation on 29 programs and show that it generates mutations that are syntactically complex, semantically diverse, and quite different (semantically) from the traditional ones. We also show that 55% of the intent-based mutations are not subsumed by traditional mutations. Overall, our analysis shows that intent-based mutation testing can be a powerful complement to traditional (syntax-based) mutation testing.",Selected from String C; resultIndex=30; source=ieeexplore.ieee.org; type=ARTICLE; cid=u3xc0qhK-VAJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Intent-Based Mutation Testing: From Naturally Written Programming Intents to Mutants
